case_id,evidence_id,sensor_id,measurement_timestamp,arrival_timestamp,risk_reasons,valid_candidate_count,assignment_margin,bbox_area_px2,confidence,selected_nis,selected_forward_depth_m,selected_projection_in_frame,selected_condition_number,selected_raw_pixel_residual_norm,selected_projection_ellipse_major_axis_px,in_frame_alternative_count,composite_warning,online_classification_available,online_classification,online_classification_matches_profile,matches_expected_failure_event,check_multiple_gate_candidates,check_selected_projection_out_of_frame,check_plausible_in_frame_alternative,check_assignment_margin_within_limit,check_selected_depth_within_limit,check_selected_innovation_ill_conditioned,check_bbox_area_within_limit,check_confidence_within_limit
100v100__seed_2000,d1-risk-sha256:7f8d93f9a37cc49a50d7e86afd6b9476b8e3e1bc4322ecc1d1aa417055c4c148,CAM-INT-0071,0.8,0.924601433684548,projection_out_of_frame,1,,201.8404032717338,0.15,3.2644864083730774,14.61690170539102,False,83005.56237373235,283770.6111812249,389821.7074005347,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2000,d1-risk-sha256:eb66d70c8afa28b68a1a417490b7e230a1c63178aea97807646e73d7dc67b624,CAM-INT-0081,0.9,1.0096062716952454,projection_out_of_frame,1,,115.9279531282306,0.15,13.042544879165648,25.63796095636037,False,26991.439863690914,162779.60537918977,114753.24178592807,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2000,d1-risk-sha256:b63257ff80f4d6909d00ea1e87146d42ee4282ac36c8c26bc18047ec18a5d6ba,CAM-INT-0013,0.9,1.022903325096401,multiple_gate_candidates|projection_out_of_frame,2,2.655784064008479,160.6632366089972,0.15,30.163866905076524,40.913330229253816,False,10987.494553465096,105605.68048179014,48027.12602380083,0,False,True,negative,True,False,True,True,False,False,False,False,False,False
100v100__seed_2000,d1-risk-sha256:bf53bd2996623317ac4eae482a17ef10e53e0e98ab9127d384672ccafc76b5a9,CAM-INT-0077,1.0,1.1164921540548909,projection_out_of_frame,1,,108.18572490502416,0.15,37.259782652617965,46.38035726988693,False,9818.316441473977,98529.46268612453,40851.84821451744,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2000,d1-risk-sha256:ffcde38f9dfb6cb2d4251a710dd07b10f5bab191229d05144facf2336be6c0a8,CAM-INT-0064,1.0,1.12939294000664,projection_out_of_frame,1,,224.59706358402497,0.15,0.21381577101987304,4.05762660467374,False,1230391.9895020442,1093196.1101572379,5974493.594645109,0,False,True,negative,True,False,False,True,False,False,True,True,False,False
100v100__seed_2000,d1-risk-sha256:71434046ae7b7c4e4dade06140c2307a76c83712ded7131cb7d3a8b9f4e738aa,CAM-INT-0048,1.4,1.5105094100645626,projection_out_of_frame,1,,348.7898228234867,0.15,0.25357091897793405,3.2881923485570312,False,1642495.453858779,1280108.6203351156,6631738.161555414,0,False,True,negative,True,False,False,True,False,False,True,True,False,False
100v100__seed_2000,d1-risk-sha256:3ddb9405764f246ae61ca5c0c3a13a66387c70fc1ba2dfa1bd609435355673b9,CAM-INT-0041,1.6,1.7037239952163343,projection_out_of_frame,1,,302.1034422465981,0.15,10.577152694972352,22.930144271764817,False,32938.601505798826,181352.91067111155,136508.9672217576,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2000,d1-risk-sha256:25f2ac2cb60fcd7e4b20256d9b01ffa5e1f30fd53ffa1fd099d6a7d95d4ba437,CAM-INT-0046,1.8,1.9121200971814947,projection_out_of_frame,1,,67.73333115629227,0.15,32.18862212889331,33.99474216950122,False,12032.192236469153,109710.18894763361,51545.54487166572,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2000,d1-risk-sha256:fe2ded0bf489ba7c4ec46feb548d8dc7acde6b6da822fd77bf0d1277a69a1a7f,CAM-INT-0015,1.8,1.9122019572760516,projection_out_of_frame,1,,169.75507244221834,0.15,12.926493444684628,25.56454834685772,False,32041.73809471382,175451.03547386362,123738.14048683671,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2002,d1-risk-sha256:28600fa634bf12f05861d4b0173d26ebde3f290911423ceb652b010071a74ba1,CAM-INT-0020,0.2,0.3305923050399989,projection_out_of_frame,1,,69.69657062589214,0.15,14.054299049043395,53.819394223590486,False,5311.038255431933,72228.66586000413,49211.065945976276,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2002,d1-risk-sha256:260569cccd6eeb57db8df698c0a64ae41d43cddb0123b439c62bc4b0fee9c0af,CAM-INT-0080,0.4,0.5146636169618668,projection_out_of_frame,1,,62.025694408564235,0.15,2.643032689053317,17.496864437186453,False,50558.14443060187,227996.50345657094,343284.0414390032,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2002,d1-risk-sha256:28b80560d298d0c02b212679fabe3d0e7fd8056128c5bbeb857644f0d6b2a9e4,CAM-INT-0100,0.4,0.5178173581270081,projection_out_of_frame,1,,50.37747549409023,0.15,15.312950189900914,44.58447904902973,False,9036.723300750074,94535.4756608496,59510.082310753314,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2002,d1-risk-sha256:bef10a699986a09aa4af287da3958ca6c89e42d8d5354b5b611cd8b89011f023,CAM-INT-0038,0.4,0.5199244582256235,projection_out_of_frame,1,,384.8391635080272,0.15,20.38452990287271,44.165864350349686,False,6900.56037198937,84889.7574892951,47942.07081420703,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2002,d1-risk-sha256:d84bed740eeefaf6747dfbbb5db37fb94cd1168957d36e987cfd3c17467f4d62,CAM-INT-0048,0.5,0.6266298022260035,projection_out_of_frame,1,,62.05022601059111,0.15,1.343777043478453,10.882871284672314,False,166578.50197430496,412300.863173013,910692.1270998478,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2002,d1-risk-sha256:69578a21fca77b36a5b8332f4a1a21f88a3ae175b11467331944dbf8f9282fd9,CAM-INT-0059,0.7,0.807800967387039,multiple_gate_candidates|projection_out_of_frame,2,27.257073042110957,68.53790929265597,0.15,0.6151166538329815,6.7343538536370575,False,463982.27677551575,671666.5859611256,2096784.9790720355,1,False,True,negative,True,False,True,True,True,False,False,False,False,False
100v100__seed_2002,d1-risk-sha256:46525a3f1557da4a41420da0720361da6f5ad2297562955ef03df1412289676b,CAM-INT-0091,0.8,0.9242176277589982,projection_out_of_frame,1,,285.6056271094863,0.15,18.716514022340185,31.21816577440913,False,18369.97384457862,136150.2451385091,86298.31957325555,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2002,d1-risk-sha256:f8d51dc6d0713eed15730256e845c4b352c650fc58584892562119e7693e7d74,CAM-INT-0072,1.3,1.4248173651014575,projection_out_of_frame,1,,131.1291180423279,0.15,2.3698391861536816,11.318886420223322,False,184820.8800275085,424369.46865959396,714077.923477216,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2002,d1-risk-sha256:a67572e5362fcb35ac002b6448ccf39f6958233d35ca1806ba959af435b5618b,CAM-INT-0001,1.3,1.4268622118092589,projection_out_of_frame,1,,120.29439761764218,0.15,23.250309426319717,30.83120327990345,False,21369.855856998838,146372.02937038176,82595.60539581165,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2002,d1-risk-sha256:beda757ab6fbb201f59a554826e01d1fd8e898cd8a309026f5271efb59d641be,CAM-INT-0042,1.3,1.4287168797228917,projection_out_of_frame,1,,241.40729952794567,0.15,24.78664071390553,36.409330938485375,False,15753.823796857521,125265.93260770856,62041.296524811,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2002,d1-risk-sha256:f9bd1375be4847c082401fadc109115052d34f2756d4d8b90fe8989b5e1296c5,CAM-RECON-004,1.4,1.511493393154861,multiple_gate_candidates|projection_out_of_frame|weak_assignment_margin,2,0.26246656123880996,64.4168032679519,0.15,22.205291232227964,25.905633350018814,False,13071.173369213328,271175.79558243067,144476.3607835774,0,False,True,negative,True,False,True,True,False,True,False,False,False,False
100v100__seed_2003,d1-risk-sha256:0fdaaedbb68dda45a37b3e3bdd12e5900a728dc3ec8392844e5654decf1ee01f,CAM-INT-0080,0.1,0.19532861546711222,projection_out_of_frame,1,,104.99621271624245,0.15,27.442089236442932,86.63420207988595,False,2824.568502504992,51961.06864380786,25103.86988338963,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2003,d1-risk-sha256:99b8f9049975849461b459e596f7eae6ec7056907de89e94fb39d201044a340b,CAM-INT-0027,0.1,0.21461860011634698,multiple_gate_candidates,2,13.605658527800976,62.80146319581609,0.15,23.766057980108215,3310.448876241136,True,1.0393332691123713,44.37420294671566,22.714089387688862,0,False,True,negative,True,False,True,False,False,False,False,False,False,False
100v100__seed_2003,d1-risk-sha256:dede5f5d7c60fdc7fbcd480e8c34784c3f684d12cb8f11ea1ea68808d0450804,CAM-INT-0071,0.5,0.6368307528250075,projection_out_of_frame,1,,73.32851728549015,0.15,29.32403289307057,50.53220952341661,False,7144.244419936655,85121.93601675087,39168.266074524865,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2003,d1-risk-sha256:903437307166b5a2d513d91aa275875f6033c3dde9a63c15ea24696126f9ef13,CAM-INT-0064,0.5,0.6382588173307481,projection_out_of_frame,1,,35.854827178856205,0.15,2.2243935734058713,14.179408234287468,False,101200.92261818043,314317.1412652064,527508.7817181174,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2003,d1-risk-sha256:3b8799208eb68a4595519a96e6795a285185dbd853c0722c7e2ae55465a733be,CAM-INT-0083,0.7,0.8184994555262394,projection_out_of_frame,1,,72.42531406317403,0.15,1.3952438033297758,9.35048855770808,False,225061.07202788227,473247.8426195593,1050658.6916655167,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2003,d1-risk-sha256:d9a5dd95c3c87e71a2b835348da19a36ae0159c3bc300a06ad556d27fbdc7bd3,CAM-INT-0012,1.0,1.1141440803078941,multiple_gate_candidates|projection_out_of_frame,2,11.743067173750564,213.16140092436513,0.15,15.062199379920454,27.602184931997968,False,17906.951756725735,135165.02254496506,85501.0721744842,0,False,True,negative,True,False,True,True,False,False,False,False,False,False
100v100__seed_2003,d1-risk-sha256:46498a5676af686f47197b1347a22e17923a69d5d895b6cd1c4286618a2b1b02,CAM-INT-0096,1.1,1.2069774520089631,projection_out_of_frame,1,,77.11351959103726,0.15,5.2440368222122755,17.89942560071609,False,81482.48787968542,280661.49351450865,308422.6126994582,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2003,d1-risk-sha256:d87aa4eced6b4c3fe2255b0752c1e56239a0ccecca052ff39ed1f76621d75245,CAM-INT-0059,1.2,1.3274623592333785,projection_out_of_frame,1,,155.49535717516454,0.15,0.042657492279103204,1.615958335159644,False,9026654.839409301,2957722.5136032137,36076892.54731927,0,False,True,negative,True,False,False,True,False,False,True,True,False,False
100v100__seed_2003,d1-risk-sha256:38555e0a35f8e3e918b077f05ee241dbaa19c00846b31362b55b034ab2291faa,CAM-INT-0055,1.3,1.4181670375610362,projection_out_of_frame,1,,243.35419696723775,0.15,1.275917368058363,7.354577089748593,False,326386.6390492207,561603.2087028199,1256005.0687955662,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2003,d1-risk-sha256:2f7f0f8eca757b6e48ee1e62f50c11c9741494cdf229cedfab4f4389b14d1d39,CAM-INT-0069,1.6,1.7220089928149396,projection_out_of_frame,1,,249.54217033272752,0.15,38.81558248821601,45.141879704410066,False,8729.293125477356,93375.07031345942,37407.35359652449,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2003,d1-risk-sha256:ffe9e81ff1b51bc9799d8247058dcccb6e5ffab4350ae24a514c1159dca8dbe7,CAM-INT-0093,1.8,1.9082868023752566,near_projection_singularity|projection_out_of_frame,1,,153.16632807725207,0.15,0.0035797152184761025,0.4292860815035724,False,93873836.02696459,9617595.787788065,393640596.7675697,0,False,True,negative,True,False,False,True,False,False,True,True,False,False
100v100__seed_2004,d1-risk-sha256:5ea1cea1680f7e81ab9983eec3b9211ec011f30db120febda07abcd6c9e0b1e4,CAM-INT-0025,0.1,0.21602483309478498,projection_out_of_frame,1,,320.5947906697845,0.15,7.7643936736539825,41.63316026651967,False,9432.44000979682,95880.50432632609,84674.45324785833,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2004,d1-risk-sha256:9ccf561966b1c7de8d55cb2bbb787af63cfdefe53a57dac92784a241826facd3,CAM-INT-0029,0.1,0.22470195253873188,projection_out_of_frame,1,,242.51985723632978,0.15,0.09562371699600325,4.473007494821896,False,971842.6329172025,978403.4454234957,8715711.628561312,0,False,True,negative,True,False,False,True,False,False,True,False,False,False
100v100__seed_2004,d1-risk-sha256:bfcb442c950871e5ac5e54f0f223500b40e716df7b15e67d57cc1dc63aa4c055,CAM-INT-0099,0.1,0.23661024146513554,multiple_gate_candidates|projection_out_of_frame,3,1.4746429707854949,199.05535203816703,0.15,0.009908657417852185,1.6202098349447274,False,8932669.151220556,2978368.801356394,80634575.9007549,0,False,True,negative,True,False,True,True,False,True,True,True,False,False
100v100__seed_2004,d1-risk-sha256:5e52e6e463de011056645f5dbf2e2fe44acf386a91a09885a15abf596920fb54,CAM-INT-0006,0.4,0.5064673544755884,projection_out_of_frame,1,,275.2903866949874,0.15,4.1089405686953455,23.65579450731972,False,35339.21699464117,185976.8677057337,225554.68930376353,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2004,d1-risk-sha256:7e446439a74ef820f00217543919b48d51c223164185b382f9351459494acde5,CAM-INT-0065,0.5,0.5987560480879432,projection_out_of_frame,1,,271.16466878399,0.15,30.430896410384914,43.89908386999936,False,7070.947100653078,85944.96499254706,40985.60751205974,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2004,d1-risk-sha256:75c5e4929dd622a44010f12e83d6bc2c1f4b753c68038a0998f7c3e09030774b,CAM-INT-0040,0.5,0.6153811797331599,projection_out_of_frame,1,,148.37239545044545,0.15,0.026434657599895273,1.3724536328375796,False,8974649.789913122,2995677.6846322278,47896504.84404734,0,False,True,negative,True,False,False,True,False,False,True,True,False,False
100v100__seed_2004,d1-risk-sha256:cabe8d46a8f914024dd291a0483528c04598fec250036eefeb3def3623dd0c0b,CAM-INT-0044,0.7,0.8237335148851715,projection_out_of_frame,1,,39.047212538236614,0.15,6.703682774446509,19.12211683657279,False,43177.21497660452,206161.1419929432,199536.84312472361,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2004,d1-risk-sha256:8efc9683aeae771f6b2dd32f9780983fd88908d93ff72463e76536f0fd54d957,CAM-INT-0023,0.9,1.0176781949705942,projection_out_of_frame,1,,289.6654988084971,0.15,10.153569271686756,21.34215367291552,False,35503.955205140584,186864.40838538753,149381.05398827005,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2004,d1-risk-sha256:9675c3457a0d6010b4912516ed26e95032af3aaa5aa76fc35a34702261753de4,CAM-INT-0032,1.2,1.3224594770048135,projection_out_of_frame,1,,357.8845776134266,0.15,7.488760576418862,19.887755229250153,False,46822.712778408895,213139.694281989,192224.40678382383,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2004,d1-risk-sha256:e7cc632bc7d161be610de4113e9ef79878526908f363da909a0d48be5ed90970,CAM-INT-0048,1.3,1.4283514435756306,projection_out_of_frame,1,,345.6685425836186,0.15,20.25588355926626,32.39083791032544,False,20246.812705021963,139506.27114768742,76240.59825999662,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2004,d1-risk-sha256:deb68141c6fc667803bbc210c479fa5ca167868856f838426e3cfdca6ce9e079,CAM-INT-0048,1.6,1.7137592605677945,multiple_gate_candidates|projection_out_of_frame,2,16.50086419433971,36.86123129455276,0.15,9.395504865149608,22.56906779195546,False,41842.30703857629,199582.4259605624,159433.06480449103,1,False,True,negative,True,False,True,True,True,False,False,False,False,False
100v100__seed_2005,d1-risk-sha256:2ee3b0e231a7a222b70cba316ccfc159d12c80abac4def4023c436f39ae6c36d,CAM-RECON-001,0.5,0.6086880289349136,projection_out_of_frame,1,,175.66666114778909,0.15,3.7510792092483296,17.3767932242021,False,47162.16371874524,652808.4145600878,828035.1084723388,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2005,d1-risk-sha256:e00d2846e9d4fa56395ba348b06452833d71181c8db17e088b185b0d1465a4a2,CAM-INT-0049,0.6,0.7273029717754443,multiple_gate_candidates|projection_out_of_frame,2,34.90372518713734,204.59719238668995,0.15,0.13517286723922384,3.218533836305309,False,1812920.02506911,1330926.8986685919,9513472.830245206,0,False,True,negative,True,False,True,True,False,False,True,True,False,False
100v100__seed_2005,d1-risk-sha256:900b19e4205f2d70cdbf77d593ceec10f9fabca4cc21451b638d819fe428a04f,CAM-INT-0010,0.7,0.8284913010186983,projection_out_of_frame,1,,66.021843855707,0.15,22.86580442560671,4.539881182016071,False,46832544.52503845,923264.1840165887,1758317.1613971277,0,False,True,negative,True,False,False,True,False,False,True,True,False,False
100v100__seed_2005,d1-risk-sha256:5fa93ea64d4cd5b44dfde71e08a3c3d74e990c374615aaa6796a1adf868b72b6,CAM-INT-0071,0.9,1.0230078082538123,projection_out_of_frame,1,,348.3609459281094,0.15,23.755522545597174,40.999948211206544,False,13908.136142226878,115359.9642984121,57947.80265707711,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2005,d1-risk-sha256:beb19ace333af1ab6681248bfbdbaaacd466632dd7d3c3ca0c7a573b5bf17ea3,CAM-INT-0062,1.4,1.516174532288206,projection_out_of_frame,1,,290.09218035987965,0.15,8.960771860594013,20.98223856093968,False,40600.02746465711,201274.98996964374,177029.07832985505,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2005,d1-risk-sha256:7d77a390b30c093c346bc264c66ce2735d403210f78641ca0a26c78b34fb528f,CAM-INT-0061,1.6,1.7093506874596824,projection_out_of_frame,1,,165.47076378970024,0.15,21.606490239166146,33.348218512325296,False,20168.115151560494,139579.4857749511,76387.56170909922,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2005,d1-risk-sha256:c5f459ec25870d55acd74b76133795fac176a657586549919b3934c6e228cbe1,CAM-INT-0042,1.7,1.820840538688802,projection_out_of_frame,1,,401.7111256910291,0.15,0.8590054564606768,5.946370050677466,False,571271.4577704392,746223.6665138446,2063689.9487556554,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:954fac8c48001d6608ef3ea9a40f33182e1957478086d29137b86f27672dbfb4,CAM-INT-0035,0.1,0.20716905896176444,projection_out_of_frame,1,,151.84964909968122,0.15,36.40116239471361,102.10317763017854,False,2140.1460500816215,44968.09116192347,19205.432972671173,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:07ee1c1cb5760e863595780e7e55f79dd5172e0ba01a3ee251f849e83f982958,CAM-INT-0086,0.1,0.22618738444068073,projection_out_of_frame,1,,366.72057716096424,0.15,3.5698743385855445,32.00908197173475,False,20999.67565017035,144536.5959553225,188726.43489196725,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:cc0deaea97dff6c32338fc31ad8ec12496d4ea7864c8328933675d73d238c8f7,CAM-INT-0015,0.1,0.23363668844308977,projection_out_of_frame,1,,137.4316557363908,0.15,19.417598805939594,68.19452494225004,False,4395.454745167418,64978.30630529761,38781.026605633444,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:69f67551c78b8ad6bed2b320b4df392c5649231e079148f7e02b6bbb2ab146f4,CAM-INT-0022,0.3,0.4199482138012594,projection_out_of_frame,1,,140.5130556928213,0.15,32.892660087431295,60.47768024982771,False,4454.499138766955,67362.194714836,30050.562708790178,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:b98ca9a1bcef0f3074183250c9b7734734bbdd72ab1821bd0caef7921b1a3a04,CAM-INT-0077,0.4,0.5237437170841146,projection_out_of_frame,1,,87.07305043328557,0.15,9.58749521635485,31.205286665853784,False,14988.804277382484,124040.84068641094,100708.48467790704,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:86b46d5365ee013d1d5d3f7a8176a0501f490d6dc10fb0d39811a1a7ce39d7a8,CAM-INT-0035,0.4,0.5284637859867497,projection_out_of_frame,1,,156.21388021173024,0.15,23.28546312136728,79.33665492972078,False,3558.4558972150235,58490.952501505686,31894.05887605483,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:c74ea7116dba29e2a80c7581f895d837c77ca31f99c58a3782defec827f07f10,CAM-INT-0011,0.5,0.6210875559489435,projection_out_of_frame,1,,95.01056580138054,0.15,28.185414277280408,49.518512305251214,False,8860.053382261698,93720.30830020244,46827.87734653289,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:e5ef17ee2ba3e7ba0a5632e84b4eb91e3f3c2d149c12e27ace3f78be094cc3f9,CAM-INT-0058,0.6,0.7110019052913502,projection_out_of_frame,1,,21.658418298067456,0.15,2.0724209934259363,12.384517252719748,False,112699.22968100772,335625.57829165476,605006.5314986048,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:597d48b1458e135c1fad25fdd9b325f270df6d63c159cb22e301f8389203b1fa,CAM-INT-0046,0.6,0.7318212987755967,projection_out_of_frame,1,,243.496680521456,0.15,28.433428011428305,18.349712518400903,False,215209.04684083702,254466.80829570818,149394.56351596036,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:3c3a179468295d0494be174c3c04c691fc42c938c30147028449fcfbe9319c8e,CAM-INT-0031,0.7,0.8292919890335139,multiple_gate_candidates|projection_out_of_frame|weak_assignment_margin,3,0.16388760686755077,280.84446208020285,0.15,3.9692465442465696,15.064416193489075,False,71885.84746974823,269174.83159069426,346231.9715182589,0,False,True,negative,True,False,True,True,False,True,False,False,False,False
100v100__seed_2006,d1-risk-sha256:fac547872738dc3c25b3c994999b5a7096e2bae26fb25821e413310d7033909a,CAM-INT-0059,1.2,1.3100955792611197,projection_out_of_frame,1,,103.92802742579578,0.15,5.384134301797889,17.94592705953961,False,67318.32807447168,258341.34005853254,283461.2842045089,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:fb266b83d3303c9500777d126769317181a6a9743e10fc6229a4cbfffb333805,CAM-INT-0099,1.2,1.3397943095583051,projection_out_of_frame,1,,203.94783691670702,0.15,39.257975327155165,48.30505724278279,False,7973.914035578729,88784.515960143,36888.5367723041,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:b2bf1767b029b2d8a5f62bcaf133c4a7522b054b68d933372176b6ff031eff22,CAM-INT-0020,1.4,1.510960354975111,projection_out_of_frame,1,,92.77664492357762,0.15,6.012450166983228,14.938829058536877,False,64160.1711035781,251458.49969395364,277026.36752143264,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:bd9f0e1aef9916b3b93ed746a7b0531554ed35c1c170f73efb18943f681b0d2f,CAM-INT-0013,1.5,1.6017580319474896,projection_out_of_frame,1,,184.2076290453765,0.15,14.940511531867124,27.124879195793557,False,26242.078006915046,162289.6743891188,104053.73937256042,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:68bb7b86aa367f6f5082a28661a20295ff26666347f532fa070f727b6e573e7a,CAM-INT-0003,1.6,1.722097761054861,projection_out_of_frame,1,,81.6575057975838,0.15,2.242170048922727,10.091223160993453,False,159071.83961352712,391122.16350083705,641366.0573116259,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:7d3c55be4d456b04aac53e7c1ba7ba0787ff161463f09d5128faa3fbd7990c2c,CAM-INT-0035,1.7,1.8323607097638799,projection_out_of_frame,1,,78.5795526802761,0.15,14.41418508110697,23.895924789535826,False,32390.494183866937,177558.0656014638,123196.13759828355,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2006,d1-risk-sha256:7d3e5b524dd15d586e8b1957287c0364a42a100b596498b59dcc272664e43072,CAM-RECON-001,1.8,1.9095095030671672,multiple_gate_candidates|projection_out_of_frame|weak_assignment_margin,2,0.35189866624666477,2.5471226815858055,0.09176831896680396,1.3521863767957498,8.014551093261623,False,60055.01360216458,664495.0960889789,1398810.8109816883,1,True,True,positive,True,True,True,True,True,True,False,False,True,True
100v100__seed_2008,d1-risk-sha256:cdc13ffb8341b74129f4a9a41704bfa8a5b5710a7b8e9d4c47fcb2e4ba3cc4d5,CAM-INT-0046,0.1,0.2051326937785039,multiple_gate_candidates|projection_out_of_frame,2,2.1247011521087797,132.3315778577137,0.15,7.013220047025134,40.2651976004898,False,10450.844276100588,101676.91574412935,94053.8810981194,0,False,True,negative,True,False,True,True,False,False,False,False,False,False
100v100__seed_2008,d1-risk-sha256:45ca4b39bf14d3027a4349f4f8c9dba91ff33c433ea2d8cfb4c5197e443ec02b,CAM-INT-0031,0.1,0.21803890869652107,projection_out_of_frame,1,,197.7826641712354,0.15,21.912671359582994,75.27058560108709,False,3159.3546067889556,57166.706864447195,30063.432935351768,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2008,d1-risk-sha256:46762f0cfac2f1c2263f7d76a9fd21c4353b21df8348b698d829658d45f19a2e,CAM-INT-0067,0.2,0.3023996325847485,projection_out_of_frame,1,,20.459238099950362,0.15,24.817480693833865,90.80352429383169,False,2882.5350550455355,52672.038549182915,26122.75946278077,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2008,d1-risk-sha256:aed56fbd70f3336152e3095fdd4c699f0ee3a9b31747aac2853f28dd3c10d2e4,CAM-INT-0046,0.2,0.3248227525141025,projection_out_of_frame,1,,219.42823667194028,0.15,10.89795478574758,45.34158716021211,False,8080.591088055714,89856.88609568693,72909.33353135576,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2008,d1-risk-sha256:c851cf86ef15c6581fb9320d1d326e1973bf585d43a2e01dce1d069f0d0fa78b,CAM-INT-0001,0.3,0.4159192853622606,multiple_gate_candidates|projection_out_of_frame,2,34.39684419094176,348.488508033048,0.15,5.248191392987742,22.96972729950762,False,32396.497538746684,180510.43390046383,209528.54697450038,0,False,True,negative,True,False,True,True,False,False,False,False,False,False
100v100__seed_2008,d1-risk-sha256:fab7bd2a32473648e492a32635d69adbb34e70dfe6bd86e388afcc525f029e8c,CAM-INT-0097,0.4,0.5288669423839836,projection_out_of_frame,1,,40.88584972659911,0.15,0.6303662916936862,8.08894126844735,False,251516.87119561151,498127.72806613875,1613488.61593881,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
100v100__seed_2008,d1-risk-sha256:5e10f81c11684a94d159310f0fe0caff4ead1007e9bc796bb5492aae59d3e226,CAM-INT-0085,0.4,0.5353562315202715,projection_out_of_frame,1,,141.37246683949442,0.15,15.249987254701509,40.16103770142875,False,10496.17435253124,103509.32361841862,70274.62715339665,0,False,True,negative,True,False,False,True,False,False,False,False,False,False
