round_id,business_semantics_passed,arm,episode_dir,git_commit,seed,config_sha256,runtime_profile_sha256,d1_fusion_wall_s,d1_fusion_p95_ms,d1_scan_input_wall_s,core_wall_s,external_elapsed_s,maximum_rss_kib,real_time_factor,online_observation_count,online_truth_use_count,process_exit_status,arm_evidence_valid
r1,True,reference,/tmp/msm_d1_cov_clean_r1_ref,7cc2d0cfd598a72d60c6ba8c7d4a283f4e5a897d,1100,20ef5248c8b45ff5aced9080c8d47e65a43aaba54f18ce824dc50fac7a52b840,deabac3fbf2a788f68a0b807945e5f1bedacf8c5917c4d3b49c5cffb3c90da70,4.1115472347592,182.7891917899251,1.1794108927133493,10.515746527991723,18.8,1079028,0.20921006360735778,2035,0,0,True
r1,True,candidate,/tmp/msm_d1_cov_clean_r1_cand,95bf46e34321127313757986bb28bfb14b7e3c59,1100,20ef5248c8b45ff5aced9080c8d47e65a43aaba54f18ce824dc50fac7a52b840,deabac3fbf2a788f68a0b807945e5f1bedacf8c5917c4d3b49c5cffb3c90da70,3.578768121311441,172.69264557398856,1.1823843188467436,10.199504078016616,17.54,1075280,0.21569676164371018,2035,0,0,True
r2,True,reference,/tmp/msm_d1_cov_clean_r2_ref,7cc2d0cfd598a72d60c6ba8c7d4a283f4e5a897d,1100,20ef5248c8b45ff5aced9080c8d47e65a43aaba54f18ce824dc50fac7a52b840,deabac3fbf2a788f68a0b807945e5f1bedacf8c5917c4d3b49c5cffb3c90da70,3.9619076382368803,184.81420380994675,1.1806506949360482,10.583364728023298,17.84,1075524,0.20787339910668504,2035,0,0,True
r2,True,candidate,/tmp/msm_d1_cov_clean_r2_cand,95bf46e34321127313757986bb28bfb14b7e3c59,1100,20ef5248c8b45ff5aced9080c8d47e65a43aaba54f18ce824dc50fac7a52b840,deabac3fbf2a788f68a0b807945e5f1bedacf8c5917c4d3b49c5cffb3c90da70,3.61345131683629,175.21300738444552,1.1871516970568337,10.284188882971648,17.58,1075056,0.2139206139672051,2035,0,0,True
r3,True,reference,/tmp/msm_d1_cov_clean_r3_ref,7cc2d0cfd598a72d60c6ba8c7d4a283f4e5a897d,1100,20ef5248c8b45ff5aced9080c8d47e65a43aaba54f18ce824dc50fac7a52b840,deabac3fbf2a788f68a0b807945e5f1bedacf8c5917c4d3b49c5cffb3c90da70,3.9706856848788448,185.08257940411568,1.1771552155842073,10.585138161026407,17.89,1075200,0.20783857201790867,2035,0,0,True
r3,True,candidate,/tmp/msm_d1_cov_clean_r3_cand,95bf46e34321127313757986bb28bfb14b7e3c59,1100,20ef5248c8b45ff5aced9080c8d47e65a43aaba54f18ce824dc50fac7a52b840,deabac3fbf2a788f68a0b807945e5f1bedacf8c5917c4d3b49c5cffb3c90da70,3.5943798787193373,172.08695239387453,1.1804378898232244,10.205123609979637,17.43,1074800,0.21557798651734214,2035,0,0,True
