camera_id,frame_index,measurement_timestamp,sweep_index,yaw_deg,pitch_deg,detection_count,detection_rpc_latency_ms
Optical_B,40,0.4,0,0.4349488229220242,-0.0,0,0.9467710042372346
Optical_A,41,0.41000000000000003,0,55.36505117707799,-0.0,0,1.0087129921885207
Optical_B,41,0.41000000000000003,0,2.2349488229220356,-0.0,0,1.0683739965315908
Optical_A,42,0.42,0,57.165051177078,-0.0,0,0.9676990011939779
Optical_B,42,0.42,0,4.03494882292199,-0.0,0,0.9524220076855272
Optical_A,43,0.43,0,58.96505117707801,-0.0,0,1.1091550113633275
Optical_B,43,0.43,0,5.8349488229220015,-0.0,0,1.1016799981007352
Optical_A,44,0.44,0,60.76505117707799,-0.0,0,1.1707980011124164
Optical_B,44,0.44,0,7.634948822922013,-0.0,0,1.317700996878557
Optical_A,45,0.45,0,62.565051177077976,-0.0,0,1.1865200067404658
Optical_B,45,0.45,0,9.434948822922024,-0.0,0,1.805867999792099
Optical_A,46,0.46,0,64.36505117707799,-0.0,0,1.4325460069812834
Optical_B,46,0.46,0,11.234948822922007,-0.0,0,1.4651300007244572
Optical_A,47,0.47000000000000003,0,66.165051177078,-0.0,0,0.991021006484516
Optical_B,47,0.47000000000000003,0,13.034948822922019,-0.0,0,0.9633419977035373
Optical_A,48,0.48,0,67.96505117707798,-0.0,0,1.0491060093045235
Optical_B,48,0.48,0,14.834948822922001,-0.0,0,1.0246500023640692
Optical_A,49,0.49,0,69.76505117707799,-0.0,0,1.079280991689302
Optical_B,49,0.49,0,16.634948822922013,-0.0,0,1.1037310032406822
Optical_A,50,0.5,1,71.56505117707798,-0.0,0,1.2336460058577359
Optical_B,50,0.5,1,18.434948822922024,-0.0,0,1.1096629896201193
Optical_A,51,0.51,1,69.76505117707799,-0.0,0,1.0574839980108663
Optical_B,51,0.51,1,16.634948822922013,-0.0,0,1.0510220017749816
Optical_A,52,0.52,1,67.96505117707798,-0.0,0,1.0481439967406914
Optical_B,52,0.52,1,14.834948822922001,-0.0,0,0.9397109970450401
Optical_A,53,0.53,1,66.165051177078,-0.0,0,1.0369480005465448
Optical_B,53,0.53,1,13.03494882292199,-0.0,0,0.9678470087237656
Optical_A,54,0.54,1,64.36505117707799,-0.0,0,0.9054800029844046
Optical_B,54,0.54,1,11.234948822922007,-0.0,0,0.9094990091398358
Optical_A,55,0.55,1,62.565051177077976,-0.0,0,1.0899519984377548
Optical_B,55,0.55,1,9.434948822921996,-0.0,0,1.1283159983577207
Optical_A,56,0.56,1,60.765051177077964,-0.0,0,1.8993850098922849
Optical_B,56,0.56,1,7.634948822922013,-0.0,0,0.9767860028659925
Optical_A,57,0.5700000000000001,1,58.96505117707798,-0.0,0,2.6490720047149807
Optical_B,57,0.5700000000000001,1,5.8349488229220015,-0.0,0,0.9846100001595914
Optical_A,58,0.58,1,57.165051177078,-0.0,0,1.044201009790413
Optical_B,58,0.58,1,4.0349488229220185,-0.0,0,1.000087009742856
Optical_A,59,0.59,1,55.36505117707799,-0.0,0,1.4848900027573109
Optical_B,59,0.59,1,2.2349488229220356,-0.0,0,1.0718350094975904
Optical_A,60,0.6,1,53.565051177077976,-0.0,0,1.9027640082640573
Optical_B,60,0.6,1,0.4349488229220242,-0.0,0,0.9882769954856485
Optical_A,61,0.61,1,51.76505117707799,-0.0,0,1.0116519988514483
Optical_B,61,0.61,1,-1.3650511770779872,-0.0,0,0.9746639989316463
Optical_A,62,0.62,1,49.96505117707801,-0.0,0,1.2333010090515018
Optical_B,62,0.62,1,-3.1650511770779985,-0.0,0,1.0654479992808774
Optical_A,63,0.63,1,48.165051177078,-0.0,0,0.9573729912517592
Optical_B,63,0.63,1,-4.96505117707801,-0.0,0,1.050162987667136
Optical_A,64,0.64,1,46.36505117707799,-0.0,0,1.0204239952145144
Optical_B,64,0.64,1,-6.765051177077993,-0.0,0,0.930470007006079
Optical_A,65,0.65,1,44.565051177077976,-0.0,0,1.1208540090592578
Optical_B,65,0.65,1,-8.565051177077976,-0.0,0,0.9852090006461367
Optical_A,66,0.66,1,42.765051177077964,-0.0,1,1.5015429962659255
Optical_B,66,0.66,1,-10.365051177077987,-0.0,0,1.0115629993379116
Optical_A,67,0.67,1,40.96505117707798,-0.0,2,1.213908995850943
Optical_B,67,0.67,1,-12.165051177077999,-0.0,0,1.0493529989616945
Optical_A,68,0.68,1,39.165051177078,-0.0,0,2.1497429988812655
Optical_B,68,0.68,1,-13.96505117707801,-0.0,2,1.1634820111794397
Optical_A,69,0.6900000000000001,1,37.36505117707799,-0.0,0,1.0488580010132864
Optical_B,69,0.6900000000000001,1,-15.765051177078021,-0.0,2,1.274319991352968
Optical_A,70,0.7000000000000001,1,35.565051177077976,-0.0,3,1.4970870106481016
Optical_B,70,0.7000000000000001,1,-17.565051177078004,-0.0,6,1.6795110132079571
Optical_A,71,0.71,1,33.76505117707799,-0.0,6,2.0002529927296564
Optical_B,71,0.71,1,-19.365051177077987,-0.0,7,1.5761889953864738
Optical_A,72,0.72,1,31.96505117707801,-0.0,2,1.2898989953100681
Optical_B,72,0.72,1,-21.165051177078,-0.0,5,1.5414130029967055
Optical_A,73,0.73,1,30.165051177078,-0.0,5,1.6140649968292564
Optical_B,73,0.73,1,-22.96505117707801,-0.0,5,2.136481009074487
Optical_A,74,0.74,1,28.365051177077987,-0.0,7,1.6410609969170764
Optical_B,74,0.74,1,-24.765051177077964,-0.0,5,1.537172996904701
Optical_A,75,0.75,1,26.565051177077976,-0.0,4,1.5580469917040318
Optical_B,75,0.75,1,-26.565051177077976,-0.0,5,1.5772640035720542
Optical_A,76,0.76,1,24.765051177077964,-0.0,5,1.558750998810865
Optical_B,76,0.76,1,-28.365051177077987,-0.0,5,1.424606001819484
Optical_A,77,0.77,1,22.96505117707801,-0.0,9,1.8946350028272718
Optical_B,77,0.77,1,-30.165051177078,-0.0,4,1.4140900020720437
Optical_A,78,0.78,1,21.165051177078,-0.0,6,1.6945240058703348
Optical_B,78,0.78,1,-31.96505117707801,-0.0,2,1.3531290023820475
Optical_A,79,0.79,1,19.365051177077987,-0.0,3,1.4315540029201657
Optical_B,79,0.79,1,-33.76505117707802,-0.0,2,1.2974059936823323
Optical_A,80,0.8,1,17.565051177077976,-0.0,4,1.4991809875937179
Optical_B,80,0.8,1,-35.565051177077976,-0.0,5,1.5796299994690344
Optical_A,81,0.81,1,15.765051177077964,-0.0,1,1.0720010031946003
Optical_B,81,0.81,1,-37.36505117707799,-0.0,6,1.4403059903997928
Optical_A,82,0.8200000000000001,1,13.965051177077953,-0.0,1,2.2400710004149005
Optical_B,82,0.8200000000000001,1,-39.165051177078,-0.0,3,1.2535970017779619
Optical_A,83,0.8300000000000001,1,12.165051177077999,-0.0,0,1.2691250012721866
Optical_B,83,0.8300000000000001,1,-40.96505117707801,-0.0,3,1.395098995999433
Optical_A,84,0.84,1,10.365051177077987,-0.0,0,1.1041730031138286
Optical_B,84,0.84,1,-42.765051177077964,-0.0,2,1.2021130096400157
Optical_A,85,0.85,1,8.565051177077976,-0.0,0,2.026016009040177
Optical_B,85,0.85,1,-44.565051177077976,-0.0,0,1.0770310036605224
Optical_A,86,0.86,1,6.765051177077964,-0.0,0,2.0519760000752285
Optical_B,86,0.86,1,-46.36505117707799,-0.0,0,1.0173589980695397
Optical_A,87,0.87,1,4.96505117707801,-0.0,0,1.6053499857662246
Optical_B,87,0.87,1,-48.165051177078,-0.0,0,0.9579920006217435
Optical_A,88,0.88,1,3.1650511770779985,-0.0,0,1.1518450046423823
Optical_B,88,0.88,1,-49.96505117707801,-0.0,0,0.9160030022030696
Optical_A,89,0.89,1,1.3650511770779872,-0.0,0,0.992255998426117
Optical_B,89,0.89,1,-51.765051177077964,-0.0,0,0.16405200585722923
Optical_A,90,0.9,1,-0.4349488229220242,-0.0,0,1.097311993362382
Optical_B,90,0.9,1,-53.56505117707799,-0.0,0,1.1402509990148246
Optical_A,91,0.91,1,-2.2349488229220356,-0.0,0,0.957955009653233
Optical_B,91,0.91,1,-55.365051177078,-0.0,0,0.9129760001087561
Optical_A,92,0.92,1,-4.03494882292199,-0.0,0,1.0399379971204326
Optical_B,92,0.92,1,-57.165051177077984,-0.0,0,0.9699329966679215
Optical_A,93,0.93,1,-5.8349488229220015,-0.0,0,1.033179010846652
Optical_B,93,0.93,1,-58.965051177077996,-0.0,0,1.033538006595336
Optical_A,94,0.9400000000000001,1,-7.634948822922013,-0.0,0,1.1491280019981787
Optical_B,94,0.9400000000000001,1,-60.76505117707801,-0.0,0,1.111297999159433
Optical_A,95,0.9500000000000001,1,-9.434948822922024,-0.0,0,1.0062449873657897
Optical_B,95,0.9500000000000001,1,-62.56505117707799,-0.0,0,1.0968999995384365
Optical_A,96,0.96,1,-11.234948822921979,-0.0,0,1.0998710058629513
Optical_B,96,0.96,1,-64.36505117707797,-0.0,0,0.9706280106911436
Optical_A,97,0.97,1,-13.03494882292199,-0.0,0,1.0803579934872687
Optical_B,97,0.97,1,-66.16505117707798,-0.0,0,0.9790409967536107
Optical_A,98,0.98,1,-14.834948822922001,-0.0,0,1.0479479969944805
Optical_B,98,0.98,1,-67.965051177078,-0.0,0,1.05796501156874
Optical_A,99,0.99,1,-16.634948822922013,-0.0,0,1.0546700068516657
Optical_B,99,0.99,1,-69.76505117707798,-0.0,0,1.0231679916614667
Optical_A,100,1.0,2,-18.434948822922024,-0.0,0,1.2204189988551661
Optical_B,100,1.0,2,-71.56505117707799,-0.0,0,1.063357005477883
Optical_A,101,1.01,2,-16.634948822922013,-0.0,0,1.1952240020036697
Optical_B,101,1.01,2,-69.76505117707799,-0.0,0,1.1877250071847811
Optical_A,102,1.02,2,-14.834948822922001,-0.0,0,1.3964569952804595
Optical_B,102,1.02,2,-67.96505117707798,-0.0,0,1.3938990014139563
Optical_A,103,1.03,2,-13.03494882292199,-0.0,0,1.2021200091112405
Optical_B,103,1.03,2,-66.16505117707798,-0.0,0,1.0264769953209907
Optical_A,104,1.04,2,-11.234948822922007,-0.0,0,1.0110290022566915
Optical_B,104,1.04,2,-64.36505117707799,-0.0,0,1.0183800040977076
Optical_A,105,1.05,2,-9.434948822921996,-0.0,0,1.558945994474925
Optical_B,105,1.05,2,-62.565051177077976,-0.0,0,1.0734789975685999
Optical_A,106,1.06,2,-7.634948822922013,-0.0,0,0.9248569986084476
Optical_B,106,1.06,2,-60.76505117707798,-0.0,0,1.2202120124129578
Optical_A,107,1.07,2,-5.8349488229220015,-0.0,0,1.1090699990745634
Optical_B,107,1.07,2,-58.96505117707798,-0.0,0,1.1856910132337362
Optical_A,108,1.08,2,-4.03494882292199,-0.0,0,1.126332994317636
Optical_B,108,1.08,2,-57.16505117707797,-0.0,0,0.9624289959901944
Optical_A,109,1.09,2,-2.234948822922007,-0.0,0,1.17019000754226
Optical_B,109,1.09,2,-55.36505117707797,-0.0,0,1.0276770044583827
Optical_A,110,1.1,2,-0.43494882292199577,-0.0,0,1.0635190119501203
Optical_B,110,1.1,2,-53.565051177077976,-0.0,0,0.9672160085756332
Optical_A,111,1.11,2,1.3650511770780156,-0.0,0,1.4388090057764202
Optical_B,111,1.11,2,-51.765051177077964,-0.0,0,1.2809210020350292
Optical_A,112,1.12,2,3.1650511770779985,-0.0,0,0.999670010060072
Optical_B,112,1.12,2,-49.96505117707795,-0.0,0,1.0543860116740689
Optical_A,113,1.1300000000000001,2,4.96505117707801,-0.0,0,1.0726360051194206
Optical_B,113,1.1300000000000001,2,-48.16505117707797,-0.0,0,1.0227169987047091
Optical_A,114,1.1400000000000001,2,6.765051177078021,-0.0,0,1.2054599937982857
Optical_B,114,1.1400000000000001,2,-46.36505117707796,-0.0,0,1.4312569983303547
Optical_A,115,1.1500000000000001,2,8.565051177078004,-0.0,0,1.2142150080762804
Optical_B,115,1.1500000000000001,2,-44.565051177077976,-0.0,0,1.3980649964651093
Optical_A,116,1.16,2,10.365051177077987,-0.0,0,1.5024459862615913
Optical_B,116,1.16,2,-42.76505117707802,-0.0,2,1.2292180035728961
Optical_A,117,1.17,2,12.16505117707797,-0.0,0,0.979978998657316
Optical_B,117,1.17,2,-40.96505117707801,-0.0,3,1.261554003576748
Optical_A,118,1.18,2,13.965051177077981,-0.0,1,1.6248059982899576
Optical_B,118,1.18,2,-39.165051177078,-0.0,2,1.2345980067038909
Optical_A,119,1.19,2,15.765051177077964,-0.0,1,1.1913049966096878
Optical_B,119,1.19,2,-37.36505117707799,-0.0,6,1.5571609983453527
Optical_A,120,1.2,2,17.565051177077976,-0.0,4,1.981097986572422
Optical_B,120,1.2,2,-35.565051177078004,-0.0,5,1.9763509917538613
Optical_A,121,1.21,2,19.365051177077987,-0.0,3,1.3211040059104562
Optical_B,121,1.21,2,-33.76505117707799,-0.0,1,1.0822610056493431
Optical_A,122,1.22,2,21.165051177078,-0.0,6,1.5360990073531866
Optical_B,122,1.22,2,-31.96505117707801,-0.0,2,1.084338000509888
Optical_A,123,1.23,2,22.96505117707798,-0.0,9,1.6460280021419749
Optical_B,123,1.23,2,-30.165051177078,-0.0,5,1.3518080086214468
Optical_A,124,1.24,2,24.765051177077993,-0.0,7,1.5520920132985339
Optical_B,124,1.24,2,-28.365051177077987,-0.0,6,1.4582139992853627
Optical_A,125,1.25,2,26.565051177077976,-0.0,5,1.8169560062233359
Optical_B,125,1.25,2,-26.565051177077976,-0.0,5,1.8068270001094788
Optical_A,126,1.26,2,28.365051177077987,-0.0,6,1.6583719989284873
Optical_B,126,1.26,2,-24.765051177077993,-0.0,5,2.2253560018725693
Optical_A,127,1.27,2,30.165051177078,-0.0,6,1.5053970128064975
Optical_B,127,1.27,2,-22.96505117707798,-0.0,5,2.0243219914846122
Optical_A,128,1.28,2,31.96505117707801,-0.0,3,1.4194970135577023
Optical_B,128,1.28,2,-21.165051177078,-0.0,4,1.9883990025846288
Optical_A,129,1.29,2,33.76505117707799,-0.0,7,2.040631996351294
Optical_B,129,1.29,2,-19.365051177077987,-0.0,8,1.9961690122727305
Optical_A,130,1.3,2,35.565051177078004,-0.0,7,1.702049994491972
Optical_B,130,1.3,2,-17.565051177077976,-0.0,6,1.9278949912404642
Optical_A,131,1.31,2,37.36505117707799,-0.0,1,1.4691219985252246
Optical_B,131,1.31,2,-15.765051177077964,-0.0,2,1.7285719950450584
Optical_A,132,1.32,2,39.165051177078,-0.0,0,1.1103699944214895
Optical_B,132,1.32,2,-13.965051177077981,-0.0,2,1.2039799912599847
Optical_A,133,1.33,2,40.96505117707801,-0.0,1,1.1476359941298142
Optical_B,133,1.33,2,-12.16505117707797,-0.0,0,0.9303599945269525
Optical_A,134,1.34,2,42.76505117707802,-0.0,2,1.6495820018462837
Optical_B,134,1.34,2,-10.365051177077987,-0.0,0,1.0168500011786819
Optical_A,135,1.35,2,44.565051177078004,-0.0,0,1.5761029935674742
Optical_B,135,1.35,2,-8.565051177077976,-0.0,0,0.9972539992304519
Optical_A,136,1.36,2,46.36505117707799,-0.0,0,0.9815749945119023
Optical_B,136,1.36,2,-6.765051177077964,-0.0,0,1.010626001516357
Optical_A,137,1.37,2,48.165051177078,-0.0,0,1.6561930096941069
Optical_B,137,1.37,2,-4.965051177077953,-0.0,0,1.0892479913309216
Optical_A,138,1.3800000000000001,2,49.96505117707801,-0.0,0,2.1793600026285276
Optical_B,138,1.3800000000000001,2,-3.16505117707797,-0.0,0,1.1524380097398534
Optical_A,139,1.3900000000000001,2,51.76505117707802,-0.0,0,1.5369049942819402
Optical_B,139,1.3900000000000001,2,-1.3650511770779872,-0.0,0,1.4354540035128593
Optical_A,140,1.4000000000000001,2,53.56505117707803,-0.0,0,1.070840997272171
Optical_B,140,1.4000000000000001,2,0.4349488229220242,-0.0,0,1.0677449899958447
Optical_A,141,1.41,2,55.36505117707799,-0.0,0,1.2155279982835054
Optical_B,141,1.41,2,2.2349488229219787,-0.0,0,1.073088002158329
Optical_A,142,1.42,2,57.165051177078,-0.0,0,1.2832450011046603
Optical_B,142,1.42,2,4.03494882292199,-0.0,0,1.4750560076208785
Optical_A,143,1.43,2,58.96505117707798,-0.0,0,1.5176770102698356
Optical_B,143,1.43,2,5.8349488229220015,-0.0,0,1.013191998936236
Optical_A,144,1.44,2,60.765051177077964,-0.0,0,1.0782619938254356
Optical_B,144,1.44,2,7.634948822922013,-0.0,0,0.9439370041945949
Optical_A,145,1.45,2,62.565051177077976,-0.0,0,1.2103019980713725
Optical_B,145,1.45,2,9.434948822921996,-0.0,0,1.0152900067623705
Optical_A,146,1.46,2,64.36505117707799,-0.0,0,1.5281079977285117
Optical_B,146,1.46,2,11.234948822922007,-0.0,0,1.2474529939936474
Optical_A,147,1.47,2,66.165051177078,-0.0,0,0.9822319989325479
Optical_B,147,1.47,2,13.03494882292199,-0.0,0,1.037021997035481
Optical_A,148,1.48,2,67.96505117707798,-0.0,0,1.2152900017099455
Optical_B,148,1.48,2,14.834948822922001,-0.0,0,0.9611479908926412
Optical_A,149,1.49,2,69.76505117707799,-0.0,0,1.3517600018531084
Optical_B,149,1.49,2,16.634948822922013,-0.0,0,1.2890140060335398
Optical_A,150,1.5,3,71.56505117707798,-0.0,0,1.7890250019263476
Optical_B,150,1.5,3,18.434948822922024,-0.0,0,1.2691080046352
Optical_A,151,1.51,3,69.76505117707799,-0.0,0,1.0293730010744184
Optical_B,151,1.51,3,16.634948822922013,-0.0,0,1.0461820056661963
Optical_A,152,1.52,3,67.96505117707798,-0.0,0,1.283781006350182
Optical_B,152,1.52,3,14.834948822922001,-0.0,0,0.9969930106308311
Optical_A,153,1.53,3,66.165051177078,-0.0,0,1.1788419942604378
Optical_B,153,1.53,3,13.03494882292199,-0.0,0,1.0561859962763265
Optical_A,154,1.54,3,64.36505117707799,-0.0,0,1.141981003456749
Optical_B,154,1.54,3,11.234948822922007,-0.0,0,1.1308679968351498
Optical_A,155,1.55,3,62.565051177077976,-0.0,0,1.124451999203302
Optical_B,155,1.55,3,9.434948822921996,-0.0,0,0.9074039990082383
Optical_A,156,1.56,3,60.765051177077964,-0.0,0,0.9808550094021484
Optical_B,156,1.56,3,7.634948822922013,-0.0,0,1.1121449933853
Optical_A,157,1.57,3,58.96505117707798,-0.0,0,1.062470008037053
Optical_B,157,1.57,3,5.8349488229220015,-0.0,0,1.3462749921018258
Optical_A,158,1.58,3,57.165051177078,-0.0,0,1.3610890018753707
Optical_B,158,1.58,3,4.03494882292199,-0.0,0,0.9906009945552796
Optical_A,159,1.59,3,55.36505117707799,-0.0,0,1.0873150022234768
Optical_B,159,1.59,3,2.2349488229219787,-0.0,0,1.101257003028877
Optical_A,160,1.6,3,53.565051177077976,-0.0,0,1.9390050001675263
Optical_B,160,1.6,3,0.43494882292199577,-0.0,0,0.9001579892355949
Optical_A,161,1.61,3,51.765051177077964,-0.0,0,2.403930004220456
Optical_B,161,1.61,3,-1.3650511770779872,-0.0,0,1.0029949917225167
Optical_A,162,1.62,3,49.96505117707795,-0.0,0,1.0040519991889596
Optical_B,162,1.62,3,-3.1650511770779985,-0.0,0,0.8977760007837787
Optical_A,163,1.6300000000000001,3,48.16505117707797,-0.0,0,1.0933209996437654
Optical_B,163,1.6300000000000001,3,-4.96505117707801,-0.0,0,1.09421499655582
Optical_A,164,1.6400000000000001,3,46.36505117707799,-0.0,0,0.976152005023323
Optical_B,164,1.6400000000000001,3,-6.765051177078021,-0.0,0,1.0051280114566907
Optical_A,165,1.6500000000000001,3,44.565051177077976,-0.0,0,1.0388259979663417
Optical_B,165,1.6500000000000001,3,-8.565051177078033,-0.0,0,0.9179979970213026
Optical_A,166,1.6600000000000001,3,42.765051177077964,-0.0,2,1.1991960054729134
Optical_B,166,1.6600000000000001,3,-10.365051177078016,-0.0,0,1.7853409954113886
Optical_A,167,1.67,3,40.96505117707801,-0.0,2,1.4311619888758287
Optical_B,167,1.67,3,-12.165051177077999,-0.0,0,0.9644029923947528
Optical_A,168,1.68,3,39.165051177078,-0.0,0,1.051479994202964
Optical_B,168,1.68,3,-13.965051177077981,-0.0,2,1.0229899926343933
Optical_A,169,1.69,3,37.36505117707799,-0.0,1,1.203812993480824
Optical_B,169,1.69,3,-15.765051177077964,-0.0,2,1.1481380061013624
Optical_A,170,1.7,3,35.565051177078004,-0.0,7,1.5710040024714544
Optical_B,170,1.7,3,-17.565051177077976,-0.0,4,1.461956009734422
Optical_A,171,1.71,3,33.76505117707799,-0.0,5,1.662308000959456
Optical_B,171,1.71,3,-19.365051177077987,-0.0,8,1.5097069990588352
Optical_A,172,1.72,3,31.96505117707801,-0.0,4,2.467042999342084
Optical_B,172,1.72,3,-21.165051177078,-0.0,5,2.0629850041586906
Optical_A,173,1.73,3,30.165051177078,-0.0,5,1.796602999093011
Optical_B,173,1.73,3,-22.96505117707801,-0.0,5,2.170164996641688
Optical_A,174,1.74,3,28.365051177077987,-0.0,5,2.403816004516557
Optical_B,174,1.74,3,-24.765051177077964,-0.0,3,1.3915549934608862
Optical_A,175,1.75,3,26.565051177077976,-0.0,5,2.327668000361882
Optical_B,175,1.75,3,-26.565051177077976,-0.0,6,1.9610160088632256
Optical_A,176,1.76,3,24.765051177077964,-0.0,6,1.486769993789494
Optical_B,176,1.76,3,-28.365051177077987,-0.0,6,1.9838279986288399
Optical_A,177,1.77,3,22.96505117707801,-0.0,9,2.712683010031469
Optical_B,177,1.77,3,-30.165051177078,-0.0,5,1.7533440113766119
