detection_uid,camera_id,frame_index,measurement_timestamp,arrival_timestamp,bbox_xyxy,center_px,confidence
Optical_A-F00022-D003,Optical_A,22,0.22,0.22175329099874944,"[905.2578735351562, 443.8089599609375, 946.0848999023438, 452.3353271484375]","[925.67138671875, 448.0721435546875]",1.0
Optical_A-F00022-D004,Optical_A,22,0.22,0.22175329099874944,"[128.3184051513672, 509.95977783203125, 159.83493041992188, 516.5562744140625]","[144.07666778564453, 513.2580261230469]",1.0
Optical_A-F00022-D005,Optical_A,22,0.22,0.22175329099874944,"[681.7920532226562, 517.041015625, 714.8485107421875, 523.89892578125]","[698.3202819824219, 520.469970703125]",1.0
Optical_A-F00022-D006,Optical_A,22,0.22,0.22175329099874944,"[1058.094482421875, 431.40167236328125, 1090.0361328125, 438.0718994140625]","[1074.0653076171875, 434.7367858886719]",1.0
Optical_B-F00022-D000,Optical_B,22,0.22,0.22122602000192274,"[919.479248046875, 382.59405517578125, 951.2772216796875, 388.96209716796875]","[935.3782348632812, 385.778076171875]",1.0
Optical_B-F00022-D001,Optical_B,22,0.22,0.22122602000192274,"[1232.6795654296875, 390.946533203125, 1265.79736328125, 397.5869140625]","[1249.2384643554688, 394.2667236328125]",1.0
Optical_A-F00023-D000,Optical_A,23,0.23,0.23184293500205969,"[239.20657348632812, 765.590576171875, 287.09478759765625, 775.9468994140625]","[263.1506805419922, 770.7687377929688]",1.0
Optical_A-F00023-D001,Optical_A,23,0.23,0.23184293500205969,"[406.8855285644531, 634.7313232421875, 455.6068115234375, 644.9832763671875]","[431.2461700439453, 639.8572998046875]",1.0
Optical_A-F00023-D002,Optical_A,23,0.23,0.23184293500205969,"[141.98089599609375, 499.09527587890625, 185.38668823242188, 508.0596923828125]","[163.6837921142578, 503.5774841308594]",1.0
Optical_A-F00023-D003,Optical_A,23,0.23,0.23184293500205969,"[120.62934875488281, 443.782470703125, 161.47850036621094, 452.3134765625]","[141.05392456054688, 448.0479736328125]",1.0
Optical_A-F00023-D004,Optical_A,23,0.23,0.23184293500205969,"[891.4703979492188, 344.109130859375, 926.6350708007812, 351.50225830078125]","[909.052734375, 347.8056945800781]",1.0
Optical_A-F00023-D005,Optical_A,23,0.23,0.23184293500205969,"[274.2530517578125, 431.391357421875, 306.19769287109375, 438.063720703125]","[290.2253723144531, 434.7275390625]",1.0
Optical_A-F00023-D006,Optical_A,23,0.23,0.23184293500205969,"[726.9241943359375, 410.640869140625, 759.2330322265625, 417.36651611328125]","[743.07861328125, 414.0036926269531]",1.0
Optical_A-F00023-D007,Optical_A,23,0.23,0.23184293500205969,"[664.234375, 667.413818359375, 694.436279296875, 673.7803955078125]","[679.3353271484375, 670.5971069335938]",1.0
Optical_A-F00023-D008,Optical_A,23,0.23,0.23184293500205969,"[1270.1446533203125, 344.64801025390625, 1280.0, 351.09716796875]","[1275.0723266601562, 347.8725891113281]",1.0
Optical_B-F00023-D000,Optical_B,23,0.23,0.23146146799670533,"[131.28379821777344, 382.55670166015625, 163.09646606445312, 388.9254150390625]","[147.19013214111328, 385.7410583496094]",1.0
Optical_B-F00023-D001,Optical_B,23,0.23,0.23146146799670533,"[443.41778564453125, 390.9613037109375, 476.52337646484375, 397.59967041015625]","[459.9705810546875, 394.2804870605469]",1.0
Optical_B-F00023-D002,Optical_B,23,0.23,0.23146146799670533,"[811.8758544921875, 700.727783203125, 858.068359375, 710.1669921875]","[834.9721069335938, 705.4473876953125]",1.0
Optical_A-F00024-D000,Optical_A,24,0.24,0.24152268599777016,"[726.588134765625, 328.31268310546875, 771.2886962890625, 337.6529541015625]","[748.9384155273438, 332.9828186035156]",1.0
Optical_A-F00024-D001,Optical_A,24,0.24,0.24152268599777016,"[1116.48095703125, 476.89874267578125, 1161.846923828125, 486.056396484375]","[1139.1639404296875, 481.4775695800781]",1.0
Optical_A-F00024-D002,Optical_A,24,0.24,0.24152268599777016,"[106.7477035522461, 344.04718017578125, 141.9310302734375, 351.4459228515625]","[124.3393669128418, 347.7465515136719]",1.0
Optical_A-F00024-D003,Optical_A,24,0.24,0.24152268599777016,"[485.24493408203125, 344.66998291015625, 516.0916748046875, 351.1207275390625]","[500.6683044433594, 347.8953552246094]",1.0
Optical_A-F00024-D004,Optical_A,24,0.24,0.24152268599777016,"[624.420654296875, 485.14453125, 654.2564697265625, 491.20379638671875]","[639.3385620117188, 488.1741638183594]",1.0
Optical_B-F00024-D000,Optical_B,24,0.24,0.24128699200286063,"[652.4547729492188, 535.1907958984375, 683.3116455078125, 541.3328857421875]","[667.8832092285156, 538.2618408203125]",1.0
Optical_B-F00024-D001,Optical_B,24,0.24,0.24128699200286063,"[602.4044799804688, 422.82696533203125, 635.4720458984375, 429.4840087890625]","[618.9382629394531, 426.1554870605469]",1.0
Optical_B-F00024-D002,Optical_B,24,0.24,0.24128699200286063,"[634.36328125, 391.92742919921875, 673.576904296875, 399.87249755859375]","[653.9700927734375, 395.89996337890625]",1.0
Optical_B-F00024-D003,Optical_B,24,0.24,0.24128699200286063,"[22.899322509765625, 700.823974609375, 69.12788391113281, 710.264892578125]","[46.01360321044922, 705.54443359375]",1.0
Optical_A-F00025-D000,Optical_A,25,0.25,0.25124793499708176,"[725.4930419921875, 442.1204833984375, 771.4927978515625, 451.423095703125]","[748.492919921875, 446.77178955078125]",1.0
Optical_A-F00025-D001,Optical_A,25,0.25,0.25124793499708176,"[333.9144592285156, 476.89508056640625, 379.28045654296875, 486.05419921875]","[356.5974578857422, 481.4746398925781]",1.0
Optical_B-F00025-D000,Optical_B,25,0.25,0.25156660900393035,"[1110.415771484375, 510.0379638671875, 1141.92236328125, 516.3817138671875]","[1126.1690673828125, 513.2098388671875]",1.0
Optical_B-F00025-D001,Optical_B,25,0.25,0.25156660900393035,"[815.8809814453125, 516.861083984375, 848.8225708007812, 523.4742431640625]","[832.3517761230469, 520.1676635742188]",1.0
Optical_B-F00025-D002,Optical_B,25,0.25,0.25156660900393035,"[500.47711181640625, 562.4825439453125, 539.366455078125, 570.3291015625]","[519.9217834472656, 566.4058227539062]",1.0
Optical_B-F00025-D003,Optical_B,25,0.25,0.25156660900393035,"[758.09228515625, 462.696044921875, 809.2694702148438, 473.03729248046875]","[783.6808776855469, 467.8666687011719]",1.0
Optical_A-F00026-D000,Optical_A,26,0.26,0.26187517900485546,"[940.7242431640625, 531.0093994140625, 989.5828857421875, 540.6895751953125]","[965.153564453125, 535.8494873046875]",1.0
Optical_A-F00026-D001,Optical_A,26,0.26,0.26187517900485546,"[176.80865478515625, 390.75054931640625, 216.2024688720703, 398.77520751953125]","[196.50556182861328, 394.76287841796875]",1.0
Optical_A-F00026-D002,Optical_A,26,0.26,0.26187517900485546,"[543.8854370117188, 561.879638671875, 582.59619140625, 569.63232421875]","[563.2408142089844, 565.7559814453125]",1.0
Optical_A-F00026-D003,Optical_A,26,0.26,0.26187517900485546,"[780.09814453125, 464.09600830078125, 815.7056884765625, 471.1937255859375]","[797.9019165039062, 467.6448669433594]",1.0
Optical_A-F00026-D004,Optical_A,26,0.26,0.26187517900485546,"[1013.6632080078125, 598.712646484375, 1048.7373046875, 605.7489013671875]","[1031.2002563476562, 602.2307739257812]",1.0
Optical_A-F00026-D005,Optical_A,26,0.26,0.26187517900485546,"[1276.06689453125, 430.26739501953125, 1280.0, 437.07269287109375]","[1278.033447265625, 433.6700439453125]",1.0
Optical_A-F00026-D006,Optical_A,26,0.26,0.26187517900485546,"[942.3278198242188, 508.723876953125, 972.4158935546875, 514.66064453125]","[957.3718566894531, 511.6922607421875]",1.0
Optical_B-F00026-D000,Optical_B,26,0.26,0.26160337999113836,"[321.6264343261719, 510.03790283203125, 353.1315612792969, 516.3818359375]","[337.3789978027344, 513.2098693847656]",1.0
Optical_B-F00026-D001,Optical_B,26,0.26,0.26160337999113836,"[27.949600219726562, 516.86328125, 60.91442108154297, 523.479248046875]","[44.432010650634766, 520.1712646484375]",1.0
Optical_B-F00026-D002,Optical_B,26,0.26,0.26160337999113836,"[1010.4666137695312, 432.3587646484375, 1042.4127197265625, 438.9510498046875]","[1026.4396667480469, 435.6549072265625]",1.0
Optical_B-F00026-D003,Optical_B,26,0.26,0.26160337999113836,"[1247.8345947265625, 410.64764404296875, 1280.0, 417.37432861328125]","[1263.9172973632812, 414.010986328125]",1.0
Optical_B-F00026-D004,Optical_B,26,0.26,0.26160337999113836,"[836.1229858398438, 647.590576171875, 876.3675537109375, 655.9765625]","[856.2452697753906, 651.7835693359375]",1.0
Optical_B-F00026-D005,Optical_B,26,0.26,0.26160337999113836,"[1181.1021728515625, 712.4427490234375, 1223.2176513671875, 721.3746337890625]","[1202.159912109375, 716.90869140625]",1.0
Optical_B-F00026-D006,Optical_B,26,0.26,0.26160337999113836,"[0.0, 462.668212890625, 18.775405883789062, 473.01446533203125]","[9.387702941894531, 467.8413391113281]",1.0
Optical_A-F00027-D000,Optical_A,27,0.27,0.2722969849960646,"[158.68797302246094, 531.0152587890625, 207.5695037841797, 540.698974609375]","[183.1287384033203, 535.8571166992188]",1.0
Optical_A-F00027-D001,Optical_A,27,0.27,0.2722969849960646,"[0.0, 464.073486328125, 32.45796203613281, 471.175048828125]","[16.228981018066406, 467.624267578125]",1.0
Optical_A-F00027-D002,Optical_A,27,0.27,0.2722969849960646,"[229.3663787841797, 598.728759765625, 264.4490051269531, 605.767578125]","[246.9076919555664, 602.2481689453125]",1.0
Optical_A-F00027-D003,Optical_A,27,0.27,0.2722969849960646,"[492.7305908203125, 430.280517578125, 526.823974609375, 437.0855712890625]","[509.77728271484375, 433.68304443359375]",1.0
Optical_A-F00027-D004,Optical_A,27,0.27,0.2722969849960646,"[1203.38232421875, 368.86151123046875, 1238.94580078125, 375.9935302734375]","[1221.1640625, 372.4275207519531]",1.0
Optical_A-F00027-D005,Optical_A,27,0.27,0.2722969849960646,"[157.73223876953125, 508.7230224609375, 187.83169555664062, 514.661376953125]","[172.78196716308594, 511.69219970703125]",1.0
Optical_B-F00027-D000,Optical_B,27,0.27,0.27141943100607024,"[222.80560302734375, 432.34381103515625, 254.75791931152344, 438.93621826171875]","[238.7817611694336, 435.6400146484375]",1.0
Optical_B-F00027-D001,Optical_B,27,0.27,0.27141943100607024,"[460.14007568359375, 410.6585693359375, 492.4754638671875, 417.383056640625]","[476.3077697753906, 414.02081298828125]",1.0
Optical_B-F00027-D002,Optical_B,27,0.27,0.27141943100607024,"[46.67011260986328, 647.650634765625, 86.94190979003906, 656.0377197265625]","[66.80601119995117, 651.8441772460938]",1.0
Optical_B-F00027-D003,Optical_B,27,0.27,0.27141943100607024,"[858.3997802734375, 461.48907470703125, 894.5145263671875, 468.97430419921875]","[876.4571533203125, 465.231689453125]",1.0
Optical_B-F00027-D004,Optical_B,27,0.27,0.27141943100607024,"[391.5840148925781, 712.4468994140625, 433.69354248046875, 721.374755859375]","[412.63877868652344, 716.9108276367188]",1.0
Optical_A-F00028-D000,Optical_A,28,0.28,0.2813903049984947,"[572.4808959960938, 638.4000244140625, 611.540771484375, 646.210693359375]","[592.0108337402344, 642.3053588867188]",1.0
Optical_A-F00028-D001,Optical_A,28,0.28,0.2813903049984947,"[420.3099365234375, 368.87139892578125, 455.8645935058594, 376.00439453125]","[438.08726501464844, 372.4378967285156]",1.0
Optical_B-F00028-D000,Optical_B,28,0.28,0.28255893499706874,"[811.502685546875, 670.1226806640625, 841.7066040039062, 676.60107421875]","[826.6046447753906, 673.3618774414062]",1.0
Optical_B-F00028-D001,Optical_B,28,0.28,0.28255893499706874,"[1050.952880859375, 339.3211669921875, 1081.8162841796875, 345.9793701171875]","[1066.3845825195312, 342.6502685546875]",1.0
Optical_B-F00028-D002,Optical_B,28,0.28,0.28255893499706874,"[70.63522338867188, 461.46875, 106.7733383178711, 468.9561767578125]","[88.70428085327148, 465.21246337890625]",1.0
Optical_B-F00028-D003,Optical_B,28,0.28,0.28255893499706874,"[594.3463745117188, 604.68115234375, 629.9873657226562, 612.20458984375]","[612.1668701171875, 608.44287109375]",1.0
Optical_B-F00028-D004,Optical_B,28,0.28,0.28255893499706874,"[1194.3486328125, 354.0677490234375, 1230.8785400390625, 361.9461669921875]","[1212.6135864257812, 358.0069580078125]",1.0
Optical_A-F00029-D000,Optical_A,29,0.29,0.2916330549988197,"[847.177734375, 606.4697265625, 895.281982421875, 615.944580078125]","[871.2298583984375, 611.2071533203125]",1.0
Optical_A-F00029-D001,Optical_A,29,0.29,0.2916330549988197,"[864.0435791015625, 691.80126953125, 908.8742065429688, 700.7823486328125]","[886.4588928222656, 696.2918090820312]",1.0
Optical_A-F00029-D002,Optical_A,29,0.29,0.2916330549988197,"[929.76025390625, 692.2835693359375, 969.786376953125, 700.298095703125]","[949.7733154296875, 696.2908325195312]",1.0
Optical_A-F00029-D003,Optical_A,29,0.29,0.2916330549988197,"[694.5709228515625, 486.6058349609375, 730.4403686523438, 493.56884765625]","[712.5056457519531, 490.08734130859375]",1.0
Optical_A-F00029-D004,Optical_A,29,0.29,0.2916330549988197,"[734.9901123046875, 531.428466796875, 771.3255615234375, 538.4814453125]","[753.1578369140625, 534.9549560546875]",1.0
Optical_A-F00029-D005,Optical_A,29,0.29,0.2916330549988197,"[601.3609008789062, 625.88916015625, 636.8168334960938, 632.9122314453125]","[619.0888671875, 629.4006958007812]",1.0
Optical_A-F00029-D006,Optical_A,29,0.29,0.2916330549988197,"[441.16448974609375, 344.16595458984375, 474.08990478515625, 350.75860595703125]","[457.627197265625, 347.4622802734375]",1.0
Optical_B-F00029-D000,Optical_B,29,0.29,0.29212664800346827,"[23.021888732910156, 670.191650390625, 53.24737548828125, 676.670166015625]","[38.1346321105957, 673.430908203125]",1.0
Optical_B-F00029-D001,Optical_B,29,0.29,0.29212664800346827,"[262.5190734863281, 339.300048828125, 293.3855895996094, 345.9560546875]","[277.95233154296875, 342.6280517578125]",1.0
Optical_B-F00029-D002,Optical_B,29,0.29,0.29212664800346827,"[1009.9822998046875, 483.9195556640625, 1039.7376708984375, 490.25531005859375]","[1024.8599853515625, 487.0874328613281]",1.0
Optical_B-F00029-D003,Optical_B,29,0.29,0.29212664800346827,"[636.49609375, 423.0380859375, 671.150390625, 430.44793701171875]","[653.8232421875, 426.7430114746094]",1.0
Optical_B-F00029-D004,Optical_B,29,0.29,0.29212664800346827,"[406.79437255859375, 354.06964111328125, 443.31646728515625, 361.94482421875]","[425.055419921875, 358.0072326660156]",1.0
Optical_B-F00029-D005,Optical_B,29,0.29,0.29212664800346827,"[1154.3154296875, 482.9083251953125, 1191.6768798828125, 490.88677978515625]","[1172.9961547851562, 486.8975524902344]",1.0
Optical_B-F00029-D006,Optical_B,29,0.29,0.29212664800346827,"[896.478271484375, 534.199951171875, 934.4086303710938, 542.26123046875]","[915.4434509277344, 538.2305908203125]",1.0
Optical_A-F00030-D000,Optical_A,30,0.3,0.301590469997609,"[64.10728454589844, 606.5113525390625, 112.24369049072266, 615.99169921875]","[88.17548751831055, 611.2515258789062]",1.0
Optical_A-F00030-D001,Optical_A,30,0.3,0.301590469997609,"[82.05314636230469, 691.8677978515625, 126.90998077392578, 700.854248046875]","[104.48156356811523, 696.3610229492188]",1.0
Optical_A-F00030-D002,Optical_A,30,0.3,0.301590469997609,"[146.1982421875, 692.338134765625, 186.24148559570312, 700.3568115234375]","[166.21986389160156, 696.3474731445312]",1.0
Optical_A-F00030-D003,Optical_A,30,0.3,0.301590469997609,"[502.01043701171875, 689.594970703125, 538.4478149414062, 696.8699951171875]","[520.2291259765625, 693.2324829101562]",1.0
Optical_B-F00030-D000,Optical_B,30,0.3,0.30159767300647217,"[222.79818725585938, 483.914306640625, 252.55984497070312, 490.2508544921875]","[237.67901611328125, 487.08258056640625]",1.0
Optical_B-F00030-D001,Optical_B,30,0.3,0.30159767300647217,"[365.54315185546875, 482.907470703125, 402.9023742675781, 490.8856201171875]","[384.22276306152344, 486.89654541015625]",1.0
Optical_B-F00030-D002,Optical_B,30,0.3,0.30159767300647217,"[108.98567199707031, 534.208740234375, 146.93740844726562, 542.2724609375]","[127.96154022216797, 538.2406005859375]",1.0
Optical_B-F00030-D003,Optical_B,30,0.3,0.30159767300647217,"[545.6456298828125, 642.4400634765625, 582.4564208984375, 650.490966796875]","[564.051025390625, 646.4655151367188]",1.0
Optical_B-F00030-D004,Optical_B,30,0.3,0.30159767300647217,"[847.6630859375, 615.3619384765625, 891.3609619140625, 624.93408203125]","[869.5120239257812, 620.1480102539062]",1.0
Optical_B-F00031-D000,Optical_B,31,0.31,0.31118844798998907,"[1214.80859375, 508.364501953125, 1244.7027587890625, 514.9525146484375]","[1229.7556762695312, 511.65850830078125]",1.0
Optical_B-F00031-D001,Optical_B,31,0.31,0.31118844798998907,"[1234.30419921875, 317.2230224609375, 1267.883056640625, 324.8819580078125]","[1251.0936279296875, 321.052490234375]",1.0
Optical_B-F00031-D002,Optical_B,31,0.31,0.31118844798998907,"[58.52561950683594, 615.411376953125, 102.25601196289062, 624.9849853515625]","[80.39081573486328, 620.1981811523438]",1.0
Optical_B-F00032-D000,Optical_B,32,0.32,0.3211689020029735,"[426.734375, 508.36480712890625, 456.6200256347656, 514.9522705078125]","[441.6772003173828, 511.6585388183594]",1.0
Optical_B-F00032-D001,Optical_B,32,0.32,0.3211689020029735,"[446.0023193359375, 317.2384033203125, 479.5714111328125, 324.89215087890625]","[462.786865234375, 321.0652770996094]",1.0
Optical_A-F00033-D000,Optical_A,33,0.33,0.33128514401149006,"[753.216064453125, 470.58294677734375, 798.529541015625, 479.26214599609375]","[775.872802734375, 474.92254638671875]",1.0
Optical_A-F00033-D001,Optical_A,33,0.33,0.33128514401149006,"[636.13427734375, 593.664794921875, 675.1205444335938, 601.210205078125]","[655.6274108886719, 597.4375]",1.0
Optical_A-F00034-D000,Optical_A,34,0.34,0.3411877229990205,"[0.0, 470.560791015625, 15.849723815917969, 479.24481201171875]","[7.924861907958984, 474.9028015136719]",1.0
Optical_A-F00066-D000,Optical_A,66,0.66,0.661501542996266,"[87.85675048828125, 470.281494140625, 133.52337646484375, 479.0244140625]","[110.6900634765625, 474.6529541015625]",1.0
Optical_A-F00067-D000,Optical_A,67,0.67,0.671213908995851,"[877.8416748046875, 470.2796630859375, 923.5025634765625, 479.02288818359375]","[900.672119140625, 474.6512756347656]",1.0
Optical_A-F00067-D001,Optical_A,67,0.67,0.671213908995851,"[742.5512084960938, 594.177978515625, 781.7951049804688, 601.7716064453125]","[762.1731567382812, 597.9747924804688]",1.0
Optical_B-F00068-D000,Optical_B,68,0.68,0.6811634820111795,"[361.64190673828125, 508.34051513671875, 391.7744140625, 514.9720458984375]","[376.7081604003906, 511.6562805175781]",1.0
Optical_B-F00068-D001,Optical_B,68,0.68,0.6811634820111795,"[372.9316711425781, 315.775146484375, 406.8125915527344, 323.48834228515625]","[389.87213134765625, 319.6317443847656]",1.0
Optical_B-F00069-D000,Optical_B,69,0.6900000000000001,0.691274319991353,"[1146.0751953125, 508.33917236328125, 1176.2242431640625, 514.9730224609375]","[1161.1497192382812, 511.6560974121094]",1.0
Optical_B-F00069-D001,Optical_B,69,0.6900000000000001,0.691274319991353,"[1157.1417236328125, 315.697021484375, 1191.04345703125, 323.41802978515625]","[1174.0925903320312, 319.5575256347656]",1.0
Optical_A-F00070-D000,Optical_A,70,0.7000000000000001,0.7014970870106482,"[193.2898712158203, 607.4420166015625, 241.94358825683594, 617.017578125]","[217.61672973632812, 612.2297973632812]",1.0
Optical_A-F00070-D001,Optical_A,70,0.7000000000000001,0.7014970870106482,"[254.16455078125, 693.2525634765625, 299.41986083984375, 702.310791015625]","[276.7922058105469, 697.7816772460938]",1.0
Optical_A-F00070-D002,Optical_A,70,0.7000000000000001,0.7014970870106482,"[5.660247802734375, 486.4041748046875, 41.851348876953125, 493.4228515625]","[23.75579833984375, 489.91351318359375]",1.0
Optical_B-F00070-D000,Optical_B,70,0.7000000000000001,0.701679511013208,"[184.39791870117188, 483.70416259765625, 214.40635681152344, 490.08831787109375]","[199.40213775634766, 486.896240234375]",1.0
Optical_B-F00070-D001,Optical_B,70,0.7000000000000001,0.701679511013208,"[263.72039794921875, 482.6531982421875, 301.4841003417969, 490.701416015625]","[282.6022491455078, 486.67730712890625]",1.0
Optical_B-F00070-D002,Optical_B,70,0.7000000000000001,0.701679511013208,"[58.94268035888672, 534.4202880859375, 97.29389190673828, 542.561279296875]","[78.1182861328125, 538.4907836914062]",1.0
Optical_B-F00070-D003,Optical_B,70,0.7000000000000001,0.701679511013208,"[500.75244140625, 643.656005859375, 537.9409790039062, 651.7838134765625]","[519.3467102050781, 647.7199096679688]",1.0
Optical_B-F00070-D004,Optical_B,70,0.7000000000000001,0.701679511013208,"[476.6136169433594, 721.1817626953125, 515.3760375976562, 729.769775390625]","[495.9948272705078, 725.4757690429688]",1.0
Optical_B-F00070-D005,Optical_B,70,0.7000000000000001,0.701679511013208,"[732.1401977539062, 616.4290771484375, 776.3956298828125, 626.1021728515625]","[754.2679138183594, 621.265625]",1.0
Optical_A-F00071-D000,Optical_A,71,0.71,0.7120002529927296,"[982.779541015625, 607.462890625, 1031.4423828125, 617.03955078125]","[1007.1109619140625, 612.251220703125]",1.0
Optical_A-F00071-D001,Optical_A,71,0.71,0.7120002529927296,"[1044.7259521484375, 693.296142578125, 1089.9951171875, 702.354736328125]","[1067.3605346679688, 697.825439453125]",1.0
