document,table_index,section,table_line,row,column,reported,source,selector,source_row,source_fields,source_values,expected,status
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,4,处理耗时P95,96.9毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.35,35,"[""latency_p95_ms""]","{""latency_p95_ms"": 96.8999270007771}",96.9毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,4,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.35,35,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,5,质量精度,94.8%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.36,36,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.9479166666666666}",94.8%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,5,质量覆盖度,91.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.36,36,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.91}",91.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,5,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.36,36,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,5,处理耗时P95,2930.1毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.36,36,"[""latency_p95_ms""]","{""latency_p95_ms"": 2930.0849190003646}",2930.1毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,5,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.36,36,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,6,质量精度,84.7%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.37,37,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8472222222222222}",84.7%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,6,质量覆盖度,61.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.37,37,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.61}",61.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,6,按时覆盖度,61.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.37,37,"[""on_time_coverage""]","{""on_time_coverage"": 0.61}",61.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,6,处理耗时P95,105.3毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.37,37,"[""latency_p95_ms""]","{""latency_p95_ms"": 105.34701600045082}",105.3毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,6,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.37,37,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,7,质量精度,96.6%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.32,32,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.9655172413793104}",96.6%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,7,质量覆盖度,84.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.32,32,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.84}",84.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,7,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.32,32,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,7,处理耗时P95,3336.2毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.32,32,"[""latency_p95_ms""]","{""latency_p95_ms"": 3336.247540999466}",3336.2毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,7,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.32,32,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,8,质量精度,76.5%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.33,33,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.7654320987654321}",76.5%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,8,质量覆盖度,62.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.33,33,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.62}",62.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,8,按时覆盖度,62.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.33,33,"[""on_time_coverage""]","{""on_time_coverage"": 0.62}",62.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,8,处理耗时P95,122.3毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.33,33,"[""latency_p95_ms""]","{""latency_p95_ms"": 122.25543100066716}",122.3毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,8,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.33,33,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,9,质量精度,80.9%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.38,38,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8087431693989071}",80.9%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,9,质量覆盖度,74.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.38,38,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.74}",74.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,9,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.38,38,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,9,处理耗时P95,8825.8毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.38,38,"[""latency_p95_ms""]","{""latency_p95_ms"": 8825.816997999937}",8825.8毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,9,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.38,38,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,10,质量精度,84.6%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.39,39,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8461538461538461}",84.6%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,10,质量覆盖度,77.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.39,39,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.77}",77.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,10,按时覆盖度,77.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.39,39,"[""on_time_coverage""]","{""on_time_coverage"": 0.77}",77.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,10,处理耗时P95,241.9毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.39,39,"[""latency_p95_ms""]","{""latency_p95_ms"": 241.85962000046857}",241.9毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,10,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.39,39,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,11,质量精度,81.4%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.42,42,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.813953488372093}",81.4%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,11,质量覆盖度,70.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.42,42,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.7}",70.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,11,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.42,42,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,11,处理耗时P95,8135.0毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.42,42,"[""latency_p95_ms""]","{""latency_p95_ms"": 8135.018979999586}",8135.0毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,11,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.42,42,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,12,质量精度,85.5%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.43,43,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8553459119496856}",85.5%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,12,质量覆盖度,68.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.43,43,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.68}",68.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,12,按时覆盖度,68.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.43,43,"[""on_time_coverage""]","{""on_time_coverage"": 0.68}",68.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,12,处理耗时P95,253.4毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.43,43,"[""latency_p95_ms""]","{""latency_p95_ms"": 253.35705100224004}",253.4毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,12,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.43,43,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,13,质量精度,82.8%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.44,44,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8282208588957055}",82.8%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,13,质量覆盖度,67.5%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.44,44,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.675}",67.5%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,13,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.44,44,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,13,处理耗时P95,8477.2毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.44,44,"[""latency_p95_ms""]","{""latency_p95_ms"": 8477.237316001265}",8477.2毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,13,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.44,44,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,14,质量精度,79.6%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.45,45,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.7962962962962963}",79.6%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,14,质量覆盖度,64.5%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.45,45,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.645}",64.5%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,14,按时覆盖度,64.5%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.45,45,"[""on_time_coverage""]","{""on_time_coverage"": 0.645}",64.5%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,14,处理耗时P95,257.9毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.45,45,"[""latency_p95_ms""]","{""latency_p95_ms"": 257.89206999979797}",257.9毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,14,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.45,45,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,15,质量精度,76.2%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.40,40,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.7625}",76.2%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,15,质量覆盖度,61.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.40,40,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.61}",61.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,15,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.40,40,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,15,处理耗时P95,7619.8毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.40,40,"[""latency_p95_ms""]","{""latency_p95_ms"": 7619.758379001723}",7619.8毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,15,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.40,40,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,16,质量精度,72.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.41,41,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.72}",72.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,16,质量覆盖度,54.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.41,41,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.54}",54.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,16,按时覆盖度,54.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.41,41,"[""on_time_coverage""]","{""on_time_coverage"": 0.54}",54.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,16,处理耗时P95,269.5毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.41,41,"[""latency_p95_ms""]","{""latency_p95_ms"": 269.47944299899973}",269.5毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,16,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.41,41,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,17,质量精度,82.7%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.46,46,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8270676691729323}",82.7%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,17,质量覆盖度,73.3%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.46,46,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.7333333333333333}",73.3%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,17,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.46,46,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,17,处理耗时P95,15358.4毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.46,46,"[""latency_p95_ms""]","{""latency_p95_ms"": 15358.416416002001}",15358.4毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,17,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.46,46,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,18,质量精度,85.6%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.47,47,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8556338028169014}",85.6%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,18,质量覆盖度,81.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.47,47,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.81}",81.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,18,按时覆盖度,81.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.47,47,"[""on_time_coverage""]","{""on_time_coverage"": 0.81}",81.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,18,处理耗时P95,468.7毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.47,47,"[""latency_p95_ms""]","{""latency_p95_ms"": 468.6792749998858}",468.7毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,18,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.47,47,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,19,质量精度,80.2%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.50,50,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8016877637130801}",80.2%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,19,质量覆盖度,63.3%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.50,50,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.6333333333333333}",63.3%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,19,按时覆盖度,0.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.50,50,"[""on_time_coverage""]","{""on_time_coverage"": 0.0}",0.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,19,处理耗时P95,14684.6毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.50,50,"[""latency_p95_ms""]","{""latency_p95_ms"": 14684.631472999172}",14684.6毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,19,超时数,5/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.50,50,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 5, ""sample_count"": 5}",5/5,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,20,质量精度,81.9%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.51,51,"[""offline_completed_precision""]","{""offline_completed_precision"": 0.8192307692307692}",81.9%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,20,质量覆盖度,71.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.51,51,"[""offline_completed_coverage""]","{""offline_completed_coverage"": 0.71}",71.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,20,按时覆盖度,71.0%,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.51,51,"[""on_time_coverage""]","{""on_time_coverage"": 0.71}",71.0%,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,20,处理耗时P95,479.4毫秒,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.51,51,"[""latency_p95_ms""]","{""latency_p95_ms"": 479.4315950020973}",479.4毫秒,match
deliverables/leadership_report/双光电多目标轨迹配准与交汇定位试验报告_CN.md,8,3.3.2 双站配准结果,218,20,超时数,0/5,research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2/combined_summary.json,summary.51,51,"[""timeout_count"", ""sample_count""]","{""timeout_count"": 0, ""sample_count"": 5}",0/5,match
