document,table_index,section,table_line,row,column,reported,source,selector,source_row,source_fields,source_values,expected,status
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,1,达到80%的批数,10/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:23,22,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""10"", ""seed_count"": ""10""}",10/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,2,关联准确度,10.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:24,23,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.1""}",10.0%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,2,关联覆盖度,0.5%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:24,23,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.005""}",0.5%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,2,达到80%的批数,0/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:24,23,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""0"", ""seed_count"": ""10""}",0/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,3,关联准确度,98.9%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:55,54,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.988796992481203""}",98.9%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,3,关联覆盖度,92.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:55,54,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.9200000000000002""}",92.0%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,3,达到80%的批数,10/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:55,54,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""10"", ""seed_count"": ""10""}",10/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,4,关联准确度,45.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:56,55,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.45""}",45.0%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,4,关联覆盖度,1.2%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:56,55,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.0125""}",1.2%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,4,达到80%的批数,0/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:56,55,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""0"", ""seed_count"": ""10""}",0/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,5,关联准确度,95.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:87,86,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.9496863859227315""}",95.0%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,5,关联覆盖度,85.5%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:87,86,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.8550000000000001""}",85.5%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,5,达到80%的批数,8/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:87,86,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""8"", ""seed_count"": ""10""}",8/10,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,6,关联准确度,23.3%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:88,87,"[""binding_precision_mean""]","{""binding_precision_mean"": ""0.23333333333333334""}",23.3%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,6,关联覆盖度,0.7%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:88,87,"[""binding_recall_mean""]","{""binding_recall_mean"": ""0.006666666666666666""}",0.7%,match
deliverables/leadership_report/中心航迹与拦截无人机目标配准试验报告_CN.docx,5,3.1 强干扰组合工况,,6,达到80%的批数,0/10,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/center_handover_sensor_error_20260820/aggregate_metrics.csv,data_row:88,87,"[""seeds_precision_and_recall_gte_0_80"", ""seed_count""]","{""seeds_precision_and_recall_gte_0_80"": ""0"", ""seed_count"": ""10""}",0/10,match
deliverables/leadership_report/协同搜索试验报告_CN.md,4,3.1 20目标与8架无人机,100,1,发现率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.3,3,"[""target_discovery_rate_mean"", ""target_discovery_rate_min""]","{""target_discovery_rate_mean"": 1.0, ""target_discovery_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,4,3.1 20目标与8架无人机,100,1,连续确认率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.3,3,"[""continuous_confirmation_rate_mean"", ""continuous_confirmation_rate_min""]","{""continuous_confirmation_rate_mean"": 1.0, ""continuous_confirmation_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,4,3.1 20目标与8架无人机,100,1,视锥概率覆盖,74.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.3,3,"[""true_frustum_probability_mass_coverage_rate_mean""]","{""true_frustum_probability_mass_coverage_rate_mean"": 0.74}",74.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,4,3.1 20目标与8架无人机,100,1,未执行任务均值,0.0,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.3,3,"[""unexecuted_task_count_mean""]","{""unexecuted_task_count_mean"": 0.0}",0.0,match
deliverables/leadership_report/协同搜索试验报告_CN.md,4,3.1 20目标与8架无人机,100,2,发现率（平均/最差）,97.0%/90.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.4,4,"[""target_discovery_rate_mean"", ""target_discovery_rate_min""]","{""target_discovery_rate_mean"": 0.97, ""target_discovery_rate_min"": 0.9}",97.0%/90.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,4,3.1 20目标与8架无人机,100,2,连续确认率（平均/最差）,97.0%/90.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.4,4,"[""continuous_confirmation_rate_mean"", ""continuous_confirmation_rate_min""]","{""continuous_confirmation_rate_mean"": 0.97, ""continuous_confirmation_rate_min"": 0.9}",97.0%/90.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,4,3.1 20目标与8架无人机,100,2,视锥概率覆盖,46.5%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.4,4,"[""true_frustum_probability_mass_coverage_rate_mean""]","{""true_frustum_probability_mass_coverage_rate_mean"": 0.46502184202003216}",46.5%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,4,3.1 20目标与8架无人机,100,2,未执行任务均值,0.0,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.4,4,"[""unexecuted_task_count_mean""]","{""unexecuted_task_count_mean"": 0.0}",0.0,match
deliverables/leadership_report/协同搜索试验报告_CN.md,4,3.1 20目标与8架无人机,100,3,发现率（平均/最差）,92.0%/80.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.5,5,"[""target_discovery_rate_mean"", ""target_discovery_rate_min""]","{""target_discovery_rate_mean"": 0.9200000000000002, ""target_discovery_rate_min"": 0.8}",92.0%/80.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,4,3.1 20目标与8架无人机,100,3,连续确认率（平均/最差）,91.0%/80.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.5,5,"[""continuous_confirmation_rate_mean"", ""continuous_confirmation_rate_min""]","{""continuous_confirmation_rate_mean"": 0.9099999999999999, ""continuous_confirmation_rate_min"": 0.8}",91.0%/80.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,4,3.1 20目标与8架无人机,100,3,视锥概率覆盖,33.8%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.5,5,"[""true_frustum_probability_mass_coverage_rate_mean""]","{""true_frustum_probability_mass_coverage_rate_mean"": 0.3376028948392788}",33.8%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,4,3.1 20目标与8架无人机,100,3,未执行任务均值,24.6,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.5,5,"[""unexecuted_task_count_mean""]","{""unexecuted_task_count_mean"": 24.6}",24.6,match
deliverables/leadership_report/协同搜索试验报告_CN.md,5,3.2 20目标与30架无人机,112,1,发现率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.0,0,"[""target_discovery_rate_mean"", ""target_discovery_rate_min""]","{""target_discovery_rate_mean"": 1.0, ""target_discovery_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,5,3.2 20目标与30架无人机,112,1,连续确认率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.0,0,"[""continuous_confirmation_rate_mean"", ""continuous_confirmation_rate_min""]","{""continuous_confirmation_rate_mean"": 1.0, ""continuous_confirmation_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,5,3.2 20目标与30架无人机,112,1,视锥概率覆盖,99.5%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.0,0,"[""true_frustum_probability_mass_coverage_rate_mean""]","{""true_frustum_probability_mass_coverage_rate_mean"": 0.9949999999999999}",99.5%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,5,3.2 20目标与30架无人机,112,1,未执行任务均值,0.0,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.0,0,"[""unexecuted_task_count_mean""]","{""unexecuted_task_count_mean"": 0.0}",0.0,match
deliverables/leadership_report/协同搜索试验报告_CN.md,5,3.2 20目标与30架无人机,112,2,发现率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.1,1,"[""target_discovery_rate_mean"", ""target_discovery_rate_min""]","{""target_discovery_rate_mean"": 1.0, ""target_discovery_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,5,3.2 20目标与30架无人机,112,2,连续确认率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.1,1,"[""continuous_confirmation_rate_mean"", ""continuous_confirmation_rate_min""]","{""continuous_confirmation_rate_mean"": 1.0, ""continuous_confirmation_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,5,3.2 20目标与30架无人机,112,2,视锥概率覆盖,81.7%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.1,1,"[""true_frustum_probability_mass_coverage_rate_mean""]","{""true_frustum_probability_mass_coverage_rate_mean"": 0.8166736256053}",81.7%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,5,3.2 20目标与30架无人机,112,2,未执行任务均值,0.0,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.1,1,"[""unexecuted_task_count_mean""]","{""unexecuted_task_count_mean"": 0.0}",0.0,match
deliverables/leadership_report/协同搜索试验报告_CN.md,5,3.2 20目标与30架无人机,112,3,发现率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.2,2,"[""target_discovery_rate_mean"", ""target_discovery_rate_min""]","{""target_discovery_rate_mean"": 1.0, ""target_discovery_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,5,3.2 20目标与30架无人机,112,3,连续确认率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.2,2,"[""continuous_confirmation_rate_mean"", ""continuous_confirmation_rate_min""]","{""continuous_confirmation_rate_mean"": 1.0, ""continuous_confirmation_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,5,3.2 20目标与30架无人机,112,3,视锥概率覆盖,61.3%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.2,2,"[""true_frustum_probability_mass_coverage_rate_mean""]","{""true_frustum_probability_mass_coverage_rate_mean"": 0.613053936906643}",61.3%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,5,3.2 20目标与30架无人机,112,3,未执行任务均值,0.0,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.2,2,"[""unexecuted_task_count_mean""]","{""unexecuted_task_count_mean"": 0.0}",0.0,match
deliverables/leadership_report/协同搜索试验报告_CN.md,6,3.3 40目标与50架无人机,124,1,发现率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.6,6,"[""target_discovery_rate_mean"", ""target_discovery_rate_min""]","{""target_discovery_rate_mean"": 1.0, ""target_discovery_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,6,3.3 40目标与50架无人机,124,1,连续确认率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.6,6,"[""continuous_confirmation_rate_mean"", ""continuous_confirmation_rate_min""]","{""continuous_confirmation_rate_mean"": 1.0, ""continuous_confirmation_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,6,3.3 40目标与50架无人机,124,1,视锥概率覆盖,99.8%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.6,6,"[""true_frustum_probability_mass_coverage_rate_mean""]","{""true_frustum_probability_mass_coverage_rate_mean"": 0.9974999999999999}",99.8%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,6,3.3 40目标与50架无人机,124,1,未执行任务均值,0.0,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.6,6,"[""unexecuted_task_count_mean""]","{""unexecuted_task_count_mean"": 0.0}",0.0,match
deliverables/leadership_report/协同搜索试验报告_CN.md,6,3.3 40目标与50架无人机,124,2,发现率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.7,7,"[""target_discovery_rate_mean"", ""target_discovery_rate_min""]","{""target_discovery_rate_mean"": 1.0, ""target_discovery_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,6,3.3 40目标与50架无人机,124,2,连续确认率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.7,7,"[""continuous_confirmation_rate_mean"", ""continuous_confirmation_rate_min""]","{""continuous_confirmation_rate_mean"": 1.0, ""continuous_confirmation_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,6,3.3 40目标与50架无人机,124,2,视锥概率覆盖,80.4%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.7,7,"[""true_frustum_probability_mass_coverage_rate_mean""]","{""true_frustum_probability_mass_coverage_rate_mean"": 0.8039855554246957}",80.4%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,6,3.3 40目标与50架无人机,124,2,未执行任务均值,0.0,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.7,7,"[""unexecuted_task_count_mean""]","{""unexecuted_task_count_mean"": 0.0}",0.0,match
deliverables/leadership_report/协同搜索试验报告_CN.md,6,3.3 40目标与50架无人机,124,3,发现率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.8,8,"[""target_discovery_rate_mean"", ""target_discovery_rate_min""]","{""target_discovery_rate_mean"": 1.0, ""target_discovery_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,6,3.3 40目标与50架无人机,124,3,连续确认率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.8,8,"[""continuous_confirmation_rate_mean"", ""continuous_confirmation_rate_min""]","{""continuous_confirmation_rate_mean"": 1.0, ""continuous_confirmation_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,6,3.3 40目标与50架无人机,124,3,视锥概率覆盖,59.6%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.8,8,"[""true_frustum_probability_mass_coverage_rate_mean""]","{""true_frustum_probability_mass_coverage_rate_mean"": 0.5958843318652334}",59.6%,match
deliverables/leadership_report/协同搜索试验报告_CN.md,6,3.3 40目标与50架无人机,124,3,未执行任务均值,0.0,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.8,8,"[""unexecuted_task_count_mean""]","{""unexecuted_task_count_mean"": 0.0}",0.0,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,1,首次发现均值,1.25秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.3,3,"[""first_discovery_mean_s""]","{""first_discovery_mean_s"": 1.2502232984271249}",1.25秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,1,规划95%耗时均值,2.12毫秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.3,3,"[""planner_compute_p95_ms_mean""]","{""planner_compute_p95_ms_mean"": 2.122606540360721}",2.12毫秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,2,首次发现均值,1.82秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.4,4,"[""first_discovery_mean_s""]","{""first_discovery_mean_s"": 1.8168364466333773}",1.82秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,2,规划95%耗时均值,9.93毫秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.4,4,"[""planner_compute_p95_ms_mean""]","{""planner_compute_p95_ms_mean"": 9.92869882938976}",9.93毫秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,3,首次发现均值,1.67秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.5,5,"[""first_discovery_mean_s""]","{""first_discovery_mean_s"": 1.6722294398092838}",1.67秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,3,规划95%耗时均值,24.48毫秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.5,5,"[""planner_compute_p95_ms_mean""]","{""planner_compute_p95_ms_mean"": 24.47847546984121}",24.48毫秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,4,首次发现均值,0.60秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.0,0,"[""first_discovery_mean_s""]","{""first_discovery_mean_s"": 0.6032761293959136}",0.60秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,4,规划95%耗时均值,35.10毫秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.0,0,"[""planner_compute_p95_ms_mean""]","{""planner_compute_p95_ms_mean"": 35.09557681965815}",35.10毫秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,5,首次发现均值,0.54秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.1,1,"[""first_discovery_mean_s""]","{""first_discovery_mean_s"": 0.5427471557698109}",0.54秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,5,规划95%耗时均值,6.78毫秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.1,1,"[""planner_compute_p95_ms_mean""]","{""planner_compute_p95_ms_mean"": 6.784154429187765}",6.78毫秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,6,首次发现均值,0.72秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.2,2,"[""first_discovery_mean_s""]","{""first_discovery_mean_s"": 0.715991187284135}",0.72秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,6,规划95%耗时均值,21.39毫秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.2,2,"[""planner_compute_p95_ms_mean""]","{""planner_compute_p95_ms_mean"": 21.386116069588745}",21.39毫秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,7,首次发现均值,0.29秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.6,6,"[""first_discovery_mean_s""]","{""first_discovery_mean_s"": 0.29250342449147526}",0.29秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,7,规划95%耗时均值,1.94毫秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.6,6,"[""planner_compute_p95_ms_mean""]","{""planner_compute_p95_ms_mean"": 1.9433647899859348}",1.94毫秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,8,首次发现均值,0.26秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.7,7,"[""first_discovery_mean_s""]","{""first_discovery_mean_s"": 0.25863190483030246}",0.26秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,8,规划95%耗时均值,12.86毫秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.7,7,"[""planner_compute_p95_ms_mean""]","{""planner_compute_p95_ms_mean"": 12.855982180772116}",12.86毫秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,9,首次发现均值,0.41秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.8,8,"[""first_discovery_mean_s""]","{""first_discovery_mean_s"": 0.40888474202832353}",0.41秒,match
deliverables/leadership_report/协同搜索试验报告_CN.md,7,3.5 首次发现与计算时间,144,9,规划95%耗时均值,31.90毫秒,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.8,8,"[""planner_compute_p95_ms_mean""]","{""planner_compute_p95_ms_mean"": 31.902066829352407}",31.90毫秒,match
deliverables/leadership_report/协同搜索试验报告_CN.docx,4,3.1 20目标与8架无人机,,1,发现率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.3,3,"[""target_discovery_rate_mean"", ""target_discovery_rate_min""]","{""target_discovery_rate_mean"": 1.0, ""target_discovery_rate_min"": 1.0}",100.0%/100.0%,match
deliverables/leadership_report/协同搜索试验报告_CN.docx,4,3.1 20目标与8架无人机,,1,连续确认率（平均/最差）,100.0%/100.0%,research_modules/independent_experiments/center_terminal_cv_campaign/outputs/offline_search_100pct_cues_20260819/matrix_summary.json,aggregates.3,3,"[""continuous_confirmation_rate_mean"", ""continuous_confirmation_rate_min""]","{""continuous_confirmation_rate_mean"": 1.0, ""continuous_confirmation_rate_min"": 1.0}",100.0%/100.0%,match
