schema_version,stage,call_count,wall_time_s,mean_wall_time_ms,p50_wall_time_ms,p95_wall_time_ms,max_wall_time_ms,distribution_available,distribution_unavailable_reason
scalable3d-stage-timings-v2,acoustic_scene,5,0.00046782102435827255,0.09356420487165451,0.09407702600583434,0.09684361284598708,0.09691400919109583,True,
scalable3d-stage-timings-v2,episode_bus,45,0.10396690369816497,2.3103756377369993,0.4559759981930256,5.160703975707293,5.3708949708379805,True,
scalable3d-stage-timings-v2,module.d1_centroid_publication_overlay_shadow,9,8.96514180698432,996.1268674427023,1024.8383930302225,1536.4285601885058,1549.4359389995225,True,
scalable3d-stage-timings-v2,module.d1_centroid_publication_overlay_shadow.atomic_overlay_operation,9,4.9046361310756765,544.9595701195196,534.3168610124849,851.7081026220694,876.1531410273165,True,
scalable3d-stage-timings-v2,module.d1_centroid_publication_overlay_shadow.audit_log_materialization,9,0.0008881680550985038,0.09868533945538932,0.09743700502440333,0.11621259618550538,0.1268989872187376,True,
scalable3d-stage-timings-v2,module.d1_centroid_publication_overlay_shadow.forbidden_surface_after_digest,9,1.7677163210464641,196.41292456071824,193.65381402894855,310.7888504280709,318.6776700313203,True,
scalable3d-stage-timings-v2,module.d1_centroid_publication_overlay_shadow.forbidden_surface_before_digest,9,2.2913888030452654,254.59875589391837,244.34438796015456,407.26495963754127,435.2777980384417,True,
scalable3d-stage-timings-v2,module.d1_centroid_publication_overlay_shadow.shadow_payload_digest,9,2.6770285330712795e-06,0.0002974476147856977,0.0002839951775968075,0.0004583969712257385,0.00047800131142139435,True,
scalable3d-stage-timings-v2,module.d1_fusion,89,3.9187149279168807,44.030504808054836,27.954009012319148,188.97846702020615,289.03675300534815,True,
scalable3d-stage-timings-v2,module.d1_scan_input,89,1.1979567779344507,13.460188516117423,0.998956966213882,111.77418938605115,114.24620501929894,True,
scalable3d-stage-timings-v2,module.d1_scan_input_clock,44,0.0008350301068276167,0.018977956973354925,0.013015000149607658,0.04053395532537252,0.0426099868491292,True,
scalable3d-stage-timings-v2,module.d1_scan_input_finalize,1,0.0001602989505045116,0.1602989505045116,0.1602989505045116,0.1602989505045116,0.1602989505045116,True,
scalable3d-stage-timings-v2,module.d2_association,8,0.6162971020676196,77.03713775845245,82.31309551047161,90.61073635530192,91.02162899216637,True,
scalable3d-stage-timings-v2,module.d2_association_finalize,1,0.11146366799948737,111.46366799948737,111.46366799948737,111.46366799948737,111.46366799948737,True,
scalable3d-stage-timings-v2,module.d3_assignment,3,0.599434808944352,199.81160298145065,182.43707495275885,239.4520083791576,245.78700098209083,True,
scalable3d-stage-timings-v2,module.d4_region_resource_advisor,3,0.007389781007077545,2.463260335692515,2.4502809974364936,2.539900306146592,2.5498580071143806,True,
scalable3d-stage-timings-v2,module.d4_regional_failover,3,0.0011899549863301218,0.3966516621100406,0.3982880152761936,0.4036096855998039,0.4042009823024273,True,
scalable3d-stage-timings-v2,module.d5_active_vision,15,0.46588937495835125,31.059291663890082,30.88206995744258,32.21848539542407,32.25223103072494,True,
scalable3d-stage-timings-v2,module.d5_terminal_association,21,0.07846442225854844,3.736401059930878,3.828982007689774,5.742775043472648,6.703054008539766,True,
scalable3d-stage-timings-v2,module.d7_guidance,29,0.5442576127825305,18.767503889052776,18.68820103118196,19.653901550918818,20.39643394527957,True,
scalable3d-stage-timings-v2,module.main_d3_adapter,3,0.02136521099600941,7.121736998669803,7.099910988472402,7.17211170704104,7.180134009104222,True,
scalable3d-stage-timings-v2,module.main_d4_adapter,3,0.16375017195241526,54.583390650805086,53.91120299464092,55.981229967437685,56.2112329644151,True,
scalable3d-stage-timings-v2,module_publication_bus,44,0.9342258911929093,21.232406618020665,1.4337435131892562,171.10426629660677,290.36076803458855,True,
scalable3d-stage-timings-v2,module_publication_bus_finalize,1,0.07819223101250827,78.19223101250827,78.19223101250827,78.19223101250827,78.19223101250827,True,
scalable3d-stage-timings-v2,module_stack,44,13.395783673098776,304.4496289340631,117.94315002043732,1348.1548864510846,1725.512080010958,True,
scalable3d-stage-timings-v2,module_stack_finalize,1,4.6583905660081655,4658.3905660081655,4658.3905660081655,4658.3905660081655,4658.3905660081655,True,
scalable3d-stage-timings-v2,radar_scene,12,0.16120322910137475,13.433602425114563,13.43681602156721,14.165848921402358,14.367018011398613,True,
scalable3d-stage-timings-v2,visual_scene,23,0.9676492251455784,42.0717054411121,41.9391060131602,43.558848917018615,43.88731002109125,True,
scalable3d-stage-timings-v2,world_dynamics,44,0.10751663206610829,2.443559819684279,2.434552530758083,2.574931926210411,2.77186295716092,True,
