detection_uid,camera_id,frame_index,measurement_timestamp,truth_id,raw_detection_name,truth_assignment_pixel_error,relative_pose,box3d,offline_truth_only
Optical_B-F00016-D000,Optical_B,16,0.16,TRUTH-005,MSM_DualOptical_Target_005,0.9219677861217577,"{""orientation_xyzw"": [-0.0, 0.0, 0.9513985514640808, 0.3079623579978943], ""position"": [2059.82958984375, -949.829833984375, 108.45497131347656]}","{""max"": [2059.898193359375, -948.0717163085938, 108.19686889648438], ""min"": [2059.760986328125, -951.5877685546875, 108.8642349243164]}",True
Optical_B-F00017-D000,Optical_B,17,0.17,TRUTH-001,MSM_DualOptical_Target_001,0.8236595977648032,"{""orientation_xyzw"": [-0.0, 0.0, 0.9561184048652649, 0.2929805517196655], ""position"": [2288.5166015625, -948.6351318359375, 96.26068878173828]}","{""max"": [2288.640380859375, -946.8800048828125, 96.00259399414062], ""min"": [2288.392822265625, -950.39013671875, 96.66996002197266]}",True
Optical_B-F00017-D001,Optical_B,17,0.17,TRUTH-004,MSM_DualOptical_Target_004,0.9125826001937116,"{""orientation_xyzw"": [-0.0, 0.0, 0.9140516519546509, 0.4055977463722229], ""position"": [2080.635986328125, -997.4545288085938, 117.44207000732422]}","{""max"": [2080.760009765625, -995.6994018554688, 117.18397521972656], ""min"": [2080.51220703125, -999.2093505859375, 117.85133361816406]}",True
Optical_B-F00017-D002,Optical_B,17,0.17,TRUTH-005,MSM_DualOptical_Target_005,0.9218025954579934,"{""orientation_xyzw"": [-0.0, 0.0, 0.9561184048652649, 0.2929805517196655], ""position"": [2059.974853515625, -1014.8362426757812, 108.45497131347656]}","{""max"": [2060.098876953125, -1013.0811767578125, 108.19686889648438], ""min"": [2059.85107421875, -1016.5911254882812, 108.8642349243164]}",True
Optical_A-F00018-D000,Optical_A,18,0.18,TRUTH-003,MSM_DualOptical_Target_003,0.7931910521423462,"{""orientation_xyzw"": [0.0, -0.0, -0.9834811687469482, 0.18101036548614502], ""position"": [2378.72509765625, 1029.114013671875, 86.35377502441406]}","{""max"": [2380.232666015625, 1030.0211181640625, 86.0956802368164], ""min"": [2377.217529296875, 1028.2069091796875, 86.76304626464844]}",True
Optical_B-F00018-D000,Optical_B,18,0.18,TRUTH-001,MSM_DualOptical_Target_001,0.8241405111448403,"{""orientation_xyzw"": [-0.0, 0.0, 0.9606025815010071, 0.2779255509376526], ""position"": [2288.578125, -1020.8134155273438, 96.26068878173828]}","{""max"": [2288.7568359375, -1019.0630493164062, 96.00259399414062], ""min"": [2288.399169921875, -1022.563720703125, 96.66996002197266]}",True
Optical_B-F00018-D001,Optical_B,18,0.18,TRUTH-002,MSM_DualOptical_Target_002,0.8213071350359605,"{""orientation_xyzw"": [-0.0, 0.0, 0.9203097820281982, 0.3911901116371155], ""position"": [2296.701171875, -944.4973754882812, 98.36015319824219]}","{""max"": [2296.8798828125, -942.7470092773438, 98.10205841064453], ""min"": [2296.5224609375, -946.24755859375, 98.76942443847656]}",True
Optical_A-F00019-D000,Optical_A,19,0.19,TRUTH-001,MSM_DualOptical_Target_001,1.023753111396953,"{""orientation_xyzw"": [0.0, -0.0, -0.9805167317390442, 0.19643568992614746], ""position"": [1840.852294921875, 1039.91064453125, 96.26068878173828]}","{""max"": [1842.387451171875, 1040.77001953125, 96.00259399414062], ""min"": [1839.3170166015625, 1039.0513916015625, 96.66996002197266]}",True
Optical_A-F00019-D001,Optical_A,19,0.19,TRUTH-003,MSM_DualOptical_Target_003,0.7932629064389785,"{""orientation_xyzw"": [0.0, -0.0, -0.9805167317390442, 0.19643568992614746], ""position"": [2378.004150390625, 954.5748291015625, 86.35377502441406]}","{""max"": [2379.53955078125, 955.4342041015625, 86.0956802368164], ""min"": [2376.46875, 953.715576171875, 86.76304626464844]}",True
Optical_A-F00019-D002,Optical_A,19,0.19,TRUTH-006,MSM_DualOptical_Target_006,15.18722743812878,"{""orientation_xyzw"": [0.0, -0.0, -0.9970036745071411, 0.07735401391983032], ""position"": [2323.790771484375, 1060.685791015625, 87.8065185546875]}","{""max"": [2325.326171875, 1061.545166015625, 87.54842376708984], ""min"": [2322.255615234375, 1059.826416015625, 88.21578979492188]}",True
Optical_A-F00019-D003,Optical_A,19,0.19,TRUTH-009,MSM_DualOptical_Target_009,0.7558662414849262,"{""orientation_xyzw"": [0.0, -0.0, -0.9805167317390442, 0.19643568992614746], ""position"": [2509.7919921875, 1022.7033081054688, 102.79280090332031]}","{""max"": [2511.3271484375, 1023.5626220703125, 102.53470611572266], ""min"": [2508.256591796875, 1021.8441162109375, 103.20206451416016]}",True
Optical_B-F00019-D000,Optical_B,19,0.19,TRUTH-002,MSM_DualOptical_Target_002,0.8210062995331897,"{""orientation_xyzw"": [-0.0, 0.0, 0.9263409972190857, 0.37668609619140625], ""position"": [2296.953125, -1017.0143432617188, 98.36015319824219]}","{""max"": [2297.186767578125, -1015.2705078125, 98.10205841064453], ""min"": [2296.71923828125, -1018.7581176757812, 98.76942443847656]}",True
Optical_B-F00019-D001,Optical_B,19,0.19,TRUTH-007,MSM_DualOptical_Target_007,0.8687937030880578,"{""orientation_xyzw"": [-0.0, 0.0, 0.964849591255188, 0.2628028988838196], ""position"": [2170.062255859375, -984.754638671875, 99.29666137695312]}","{""max"": [2170.2958984375, -983.0107421875, 99.03855895996094], ""min"": [2169.828369140625, -986.4984130859375, 99.70592498779297]}",True
Optical_B-F00019-D002,Optical_B,19,0.19,TRUTH-010,MSM_DualOptical_Target_010,7.481402807483504,"{""orientation_xyzw"": [-0.0, 0.0, 0.9263409972190857, 0.37668609619140625], ""position"": [2073.879638671875, -947.4710693359375, 86.68112182617188]}","{""max"": [2074.113037109375, -945.7272338867188, 86.42302703857422], ""min"": [2073.64599609375, -949.2149658203125, 87.09038543701172]}",True
Optical_B-F00019-D003,Optical_B,19,0.19,TRUTH-012,MSM_DualOptical_Target_012,0.9394075445084971,"{""orientation_xyzw"": [-0.0, 0.0, 0.9263409972190857, 0.37668609619140625], ""position"": [2008.0966796875, -950.3771362304688, 95.18427276611328]}","{""max"": [2008.3304443359375, -948.6332397460938, 94.92617797851562], ""min"": [2007.8629150390625, -952.1209106445312, 95.59354400634766]}",True
Optical_B-F00019-D004,Optical_B,19,0.19,TRUTH-013,MSM_DualOptical_Target_013,1.5771433716198602,"{""orientation_xyzw"": [-0.0, 0.0, 0.964849591255188, 0.2628028988838196], ""position"": [2041.23291015625, -949.3284301757812, 97.6869888305664]}","{""max"": [2041.4666748046875, -947.5846557617188, 97.42889404296875], ""min"": [2040.9991455078125, -951.072265625, 98.09626007080078]}",True
Optical_B-F00019-D005,Optical_B,19,0.19,TRUTH-015,MSM_DualOptical_Target_015,0.9951900164407828,"{""orientation_xyzw"": [-0.0, 0.0, 0.964849591255188, 0.2628028988838196], ""position"": [1908.814697265625, -998.2051391601562, 101.57621765136719]}","{""max"": [1909.04833984375, -996.4613037109375, 101.31812286376953], ""min"": [1908.5810546875, -999.9490356445312, 101.98548889160156]}",True
Optical_A-F00020-D000,Optical_A,20,0.2,TRUTH-001,MSM_DualOptical_Target_001,1.0236885478665818,"{""orientation_xyzw"": [0.0, -0.0, -0.977310299873352, 0.21181261539459229], ""position"": [1840.7423095703125, 982.2757568359375, 96.26068878173828]}","{""max"": [1842.3038330078125, 983.0864868164062, 96.00259399414062], ""min"": [1839.180908203125, 981.4651489257812, 96.66996002197266]}",True
Optical_A-F00020-D001,Optical_A,20,0.2,TRUTH-002,MSM_DualOptical_Target_002,0.9873479165419217,"{""orientation_xyzw"": [0.0, -0.0, -0.9956656694412231, 0.09300464391708374], ""position"": [1908.933837890625, 1017.1209716796875, 98.36015319824219]}","{""max"": [1910.4952392578125, 1017.9317016601562, 98.10205841064453], ""min"": [1907.372314453125, 1016.3103637695312, 98.76942443847656]}",True
Optical_A-F00020-D002,Optical_A,20,0.2,TRUTH-006,MSM_DualOptical_Target_006,0.8114254105775636,"{""orientation_xyzw"": [0.0, -0.0, -0.9956656694412231, 0.09300464391708374], ""position"": [2324.05908203125, 987.757080078125, 87.8065185546875]}","{""max"": [2325.620849609375, 988.5676879882812, 87.54842376708984], ""min"": [2322.49755859375, 986.9462890625, 88.21578979492188]}",True
Optical_A-F00020-D003,Optical_A,20,0.2,TRUTH-009,MSM_DualOptical_Target_009,0.7560725533111035,"{""orientation_xyzw"": [0.0, -0.0, -0.977310299873352, 0.21181261539459229], ""position"": [2508.811279296875, 944.0653076171875, 102.79280090332031]}","{""max"": [2510.372802734375, 944.8759765625, 102.53470611572266], ""min"": [2507.249755859375, 943.254638671875, 103.20206451416016]}",True
Optical_B-F00020-D000,Optical_B,20,0.2,TRUTH-007,MSM_DualOptical_Target_007,0.8689520328566027,"{""orientation_xyzw"": [-0.0, 0.0, 0.9688583016395569, 0.24761557579040527], ""position"": [2169.03125, -1053.1636962890625, 99.29666137695312]}","{""max"": [2169.31982421875, -1051.42822265625, 99.03855895996094], ""min"": [2168.742919921875, -1054.8992919921875, 99.70592498779297]}",True
Optical_B-F00020-D001,Optical_B,20,0.2,TRUTH-008,MSM_DualOptical_Target_008,0.8442027757201084,"{""orientation_xyzw"": [-0.0, 0.0, 0.9321430921554565, 0.36209017038345337], ""position"": [2232.820068359375, -955.9771118164062, 94.85935974121094]}","{""max"": [2233.1083984375, -954.2415161132812, 94.60126495361328], ""min"": [2232.53173828125, -957.7127075195312, 95.26863098144531]}",True
Optical_B-F00020-D002,Optical_B,20,0.2,TRUTH-010,MSM_DualOptical_Target_010,0.9084057952189785,"{""orientation_xyzw"": [-0.0, 0.0, 0.9321430921554565, 0.36209017038345337], ""position"": [2074.13720703125, -1012.9751586914062, 86.68112182617188]}","{""max"": [2074.425537109375, -1011.239501953125, 86.42302703857422], ""min"": [2073.8486328125, -1014.7107543945312, 87.09038543701172]}",True
Optical_B-F00020-D003,Optical_B,20,0.2,TRUTH-012,MSM_DualOptical_Target_012,0.9382373818655421,"{""orientation_xyzw"": [-0.0, 0.0, 0.9321430921554565, 0.36209017038345337], ""position"": [2008.2955322265625, -1013.8134155273438, 95.18427276611328]}","{""max"": [2008.583984375, -1012.0778198242188, 94.92617797851562], ""min"": [2008.00732421875, -1015.5489501953125, 95.59354400634766]}",True
Optical_B-F00020-D004,Optical_B,20,0.2,TRUTH-013,MSM_DualOptical_Target_013,0.9230897859206136,"{""orientation_xyzw"": [-0.0, 0.0, 0.9688583016395569, 0.24761557579040527], ""position"": [2041.3785400390625, -1013.7084350585938, 97.6869888305664]}","{""max"": [2041.6671142578125, -1011.9727783203125, 97.42889404296875], ""min"": [2041.0902099609375, -1015.4440307617188, 98.09626007080078]}",True
Optical_A-F00021-D000,Optical_A,21,0.21,TRUTH-002,MSM_DualOptical_Target_002,0.9877163826265323,"{""orientation_xyzw"": [0.0, -0.0, -0.9940820336341858, 0.10863232612609863], ""position"": [1908.041259765625, 957.2601928710938, 98.36015319824219]}","{""max"": [1909.62744140625, 958.0213623046875, 98.10205841064453], ""min"": [1906.455078125, 956.4989624023438, 98.76942443847656]}",True
Optical_A-F00021-D001,Optical_A,21,0.21,TRUTH-011,MSM_DualOptical_Target_011,0.7924317609835515,"{""orientation_xyzw"": [0.0, -0.0, -0.9738627672195435, 0.22713714838027954], ""position"": [2379.578125, 996.17724609375, 91.16973114013672]}","{""max"": [2381.164306640625, 996.9384765625, 90.91163635253906], ""min"": [2377.991943359375, 995.4160766601562, 91.5790023803711]}",True
Optical_B-F00021-D000,Optical_B,21,0.21,TRUTH-008,MSM_DualOptical_Target_008,0.8444228630609943,"{""orientation_xyzw"": [-0.0, 0.0, 0.9377155303955078, 0.3474040627479553], ""position"": [2232.721923828125, -1026.4586181640625, 94.85935974121094]}","{""max"": [2233.064697265625, -1024.73291015625, 94.60126495361328], ""min"": [2232.379150390625, -1028.184326171875, 95.26863098144531]}",True
Optical_B-F00021-D001,Optical_B,21,0.21,TRUTH-020,MSM_DualOptical_Target_020,1.0633267456226243,"{""orientation_xyzw"": [-0.0, 0.0, 0.9377155303955078, 0.3474040627479553], ""position"": [1786.735107421875, -991.487060546875, 107.05501556396484]}","{""max"": [1787.077880859375, -989.7614135742188, 106.79692077636719], ""min"": [1786.3924560546875, -993.2127685546875, 107.46428680419922]}",True
Optical_A-F00022-D000,Optical_A,22,0.22,TRUTH-004,MSM_DualOptical_Target_004,1.1213064842469784,"{""orientation_xyzw"": [0.0, -0.0, -0.9922531247138977, 0.12423288822174072], ""position"": [1694.5643310546875, 1027.5892333984375, 117.44207000732422]}","{""max"": [1696.1737060546875, 1028.30029296875, 117.18397521972656], ""min"": [1692.9549560546875, 1026.8782958984375, 117.85133361816406]}",True
Optical_A-F00022-D001,Optical_A,22,0.22,TRUTH-005,MSM_DualOptical_Target_005,1.137955745221233,"{""orientation_xyzw"": [0.0, -0.0, -0.9701749682426453, 0.2424057126045227], ""position"": [1669.7569580078125, 1038.2880859375, 108.45497131347656]}","{""max"": [1671.3662109375, 1038.9991455078125, 108.19686889648438], ""min"": [1668.1475830078125, 1037.5770263671875, 108.8642349243164]}",True
Optical_A-F00022-D002,Optical_A,22,0.22,TRUTH-007,MSM_DualOptical_Target_007,1.0096384056831764,"{""orientation_xyzw"": [0.0, -0.0, -0.9701749682426453, 0.2424057126045227], ""position"": [1866.6737060546875, 1022.8765258789062, 99.29666137695312]}","{""max"": [1868.2830810546875, 1023.5875854492188, 99.03855895996094], ""min"": [1865.0643310546875, 1022.16552734375, 99.70592498779297]}",True
Optical_A-F00022-D003,Optical_A,22,0.22,TRUTH-008,MSM_DualOptical_Target_008,0.9507123775566122,"{""orientation_xyzw"": [0.0, -0.0, -0.9922531247138977, 0.12423288822174072], ""position"": [1982.837890625, 1022.63427734375, 94.85935974121094]}","{""max"": [1984.447265625, 1023.34521484375, 94.60126495361328], ""min"": [1981.228759765625, 1021.92333984375, 95.26863098144531]}",True
Optical_A-F00022-D004,Optical_A,22,0.22,TRUTH-014,MSM_DualOptical_Target_014,0.7476460288627339,"{""orientation_xyzw"": [0.0, -0.0, -0.9922531247138977, 0.12423288822174072], ""position"": [2533.33984375, 949.7952880859375, 100.05168914794922]}","{""max"": [2534.94921875, 950.5062866210938, 99.79359436035156], ""min"": [2531.73046875, 949.0842895507812, 100.46095275878906]}",True
Optical_A-F00022-D005,Optical_A,22,0.22,TRUTH-017,MSM_DualOptical_Target_017,0.7779954207260731,"{""orientation_xyzw"": [0.0, -0.0, -0.9701749682426453, 0.2424057126045227], ""position"": [2439.217041015625, 1005.6837158203125, 100.74977111816406]}","{""max"": [2440.826171875, 1006.3947143554688, 100.4916763305664], ""min"": [2437.607666015625, 1004.9727172851562, 101.15904235839844]}",True
Optical_A-F00022-D006,Optical_A,22,0.22,TRUTH-019,MSM_DualOptical_Target_019,0.7424752680216533,"{""orientation_xyzw"": [0.0, -0.0, -0.9701749682426453, 0.2424057126045227], ""position"": [2541.072021484375, 1044.0750732421875, 92.07914733886719]}","{""max"": [2542.681640625, 1044.7861328125, 91.82105255126953], ""min"": [2539.463134765625, 1043.3641357421875, 92.48841857910156]}",True
Optical_B-F00022-D000,Optical_B,22,0.22,TRUTH-003,MSM_DualOptical_Target_003,0.7013037778446516,"{""orientation_xyzw"": [-0.0, 0.0, 0.9761580228805542, 0.2170611023902893], ""position"": [2690.560302734375, -968.2426147460938, 86.35377502441406]}","{""max"": [2690.95703125, -966.528564453125, 86.0956802368164], ""min"": [2690.163330078125, -969.9566040039062, 86.76304626464844]}",True
Optical_B-F00022-D001,Optical_B,22,0.22,TRUTH-006,MSM_DualOptical_Target_006,0.7323984866998229,"{""orientation_xyzw"": [-0.0, 0.0, 0.9430566430091858, 0.3326321244239807], ""position"": [2575.76513671875, -937.29248046875, 87.8065185546875]}","{""max"": [2576.161865234375, -935.5783081054688, 87.54842376708984], ""min"": [2575.36865234375, -939.0065307617188, 88.21578979492188]}",True
Optical_A-F00023-D000,Optical_A,23,0.23,TRUTH-004,MSM_DualOptical_Target_004,1.121906313405985,"{""orientation_xyzw"": [0.0, -0.0, -0.9901793003082275, 0.1398029327392578], ""position"": [1694.1143798828125, 974.4869384765625, 117.44207000732422]}","{""max"": [1695.7451171875, 975.1470947265625, 117.18397521972656], ""min"": [1692.4833984375, 973.8268432617188, 117.85133361816406]}",True
Optical_A-F00023-D001,Optical_A,23,0.23,TRUTH-005,MSM_DualOptical_Target_005,1.1383540018932616,"{""orientation_xyzw"": [0.0, -0.0, -0.9662477374076843, 0.2576146125793457], ""position"": [1669.7020263671875, 986.0701904296875, 108.45497131347656]}","{""max"": [1671.3328857421875, 986.7303466796875, 108.19686889648438], ""min"": [1668.071044921875, 985.41015625, 108.8642349243164]}",True
Optical_A-F00023-D002,Optical_A,23,0.23,TRUTH-007,MSM_DualOptical_Target_007,1.0102566865723452,"{""orientation_xyzw"": [0.0, -0.0, -0.9662477374076843, 0.2576146125793457], ""position"": [1866.0377197265625, 964.4810180664062, 99.29666137695312]}","{""max"": [1867.668701171875, 965.1410522460938, 99.03855895996094], ""min"": [1864.4068603515625, 963.8208618164062, 99.70592498779297]}",True
Optical_A-F00023-D003,Optical_A,23,0.23,TRUTH-008,MSM_DualOptical_Target_008,0.9513555781666843,"{""orientation_xyzw"": [0.0, -0.0, -0.9901793003082275, 0.1398029327392578], ""position"": [1982.090087890625, 960.4796142578125, 94.85935974121094]}","{""max"": [1983.7210693359375, 961.1397705078125, 94.60126495361328], ""min"": [1980.4593505859375, 959.8194580078125, 95.26863098144531]}",True
Optical_A-F00023-D004,Optical_A,23,0.23,TRUTH-016,MSM_DualOptical_Target_016,0.80926338213733,"{""orientation_xyzw"": [0.0, -0.0, -0.9901793003082275, 0.1398029327392578], ""position"": [2331.3837890625, 1025.064453125, 84.62782287597656]}","{""max"": [2333.014892578125, 1025.724609375, 84.3697280883789], ""min"": [2329.7529296875, 1024.404296875, 85.0370864868164]}",True
Optical_A-F00023-D005,Optical_A,23,0.23,TRUTH-019,MSM_DualOptical_Target_019,0.7429145161208408,"{""orientation_xyzw"": [0.0, -0.0, -0.9662477374076843, 0.2576146125793457], ""position"": [2540.76904296875, 964.4860229492188, 92.07914733886719]}","{""max"": [2542.400146484375, 965.1460571289062, 91.82105255126953], ""min"": [2539.138427734375, 963.8258666992188, 92.48841857910156]}",True
Optical_A-F00023-D006,Optical_A,23,0.23,TRUTH-021,MSM_DualOptical_Target_021,0.7458515577411744,"{""orientation_xyzw"": [0.0, -0.0, -0.9662477374076843, 0.2576146125793457], ""position"": [2530.630615234375, 1010.4224853515625, 90.01475524902344]}","{""max"": [2532.26171875, 1011.0824584960938, 89.75666046142578], ""min"": [2529.0, 1009.7623291015625, 90.42401885986328]}",True
Optical_A-F00023-D007,Optical_A,23,0.23,TRUTH-022,MSM_DualOptical_Target_022,0.7019250323252239,"{""orientation_xyzw"": [0.0, -0.0, -0.9901793003082275, 0.1398029327392578], ""position"": [2704.386474609375, 1004.24951171875, 117.06352996826172]}","{""max"": [2706.017333984375, 1004.9096069335938, 116.80543518066406], ""min"": [2702.755615234375, 1003.58935546875, 117.4728012084961]}",True
Optical_A-F00023-D008,Optical_A,23,0.23,TRUTH-024,MSM_DualOptical_Target_024,10.496780214689364,"{""orientation_xyzw"": [0.0, -0.0, -0.9901793003082275, 0.1398029327392578], ""position"": [2672.613037109375, 1068.945068359375, 82.39603424072266]}","{""max"": [2674.243896484375, 1069.6051025390625, 82.137939453125], ""min"": [2670.982177734375, 1068.284912109375, 82.8052978515625]}",True
Optical_B-F00023-D000,Optical_B,23,0.23,TRUTH-003,MSM_DualOptical_Target_003,0.7012642023367084,"{""orientation_xyzw"": [-0.0, 0.0, 0.9794470071792603, 0.20170128345489502], ""position"": [2689.77099609375, -1052.9693603515625, 86.35377502441406]}","{""max"": [2690.22119140625, -1051.2685546875, 86.0956802368164], ""min"": [2689.3203125, -1054.670166015625, 86.76304626464844]}",True
Optical_B-F00023-D001,Optical_B,23,0.23,TRUTH-006,MSM_DualOptical_Target_006,0.732114157196459,"{""orientation_xyzw"": [-0.0, 0.0, 0.9481651782989502, 0.31777799129486084], ""position"": [2576.065185546875, -1018.5323486328125, 87.8065185546875]}","{""max"": [2576.515380859375, -1016.83154296875, 87.54842376708984], ""min"": [2575.614501953125, -1020.2330322265625, 88.21578979492188]}",True
Optical_B-F00023-D002,Optical_B,23,0.23,TRUTH-025,MSM_DualOptical_Target_025,1.0329005603874617,"{""orientation_xyzw"": [-0.0, 0.0, 0.9794470071792603, 0.20170128345489502], ""position"": [1838.9871826171875, -985.6719360351562, 114.139892578125]}","{""max"": [1839.4376220703125, -983.9712524414062, 113.88179779052734], ""min"": [1838.536865234375, -987.3727416992188, 114.54915618896484]}",True
Optical_A-F00024-D000,Optical_A,24,0.24,TRUTH-010,MSM_DualOptical_Target_010,1.0181010022922756,"{""orientation_xyzw"": [0.0, -0.0, -0.9878612160682678, 0.15533864498138428], ""position"": [1851.3211669921875, 1008.0578002929688, 86.68112182617188]}","{""max"": [1852.97216796875, 1008.6663818359375, 86.42302703857422], ""min"": [1849.67041015625, 1007.4493408203125, 87.09038543701172]}",True
Optical_A-F00024-D001,Optical_A,24,0.24,TRUTH-013,MSM_DualOptical_Target_013,1.0275561686060517,"{""orientation_xyzw"": [0.0, -0.0, -0.9620820879936218, 0.2727598547935486], ""position"": [1834.66943359375, 1036.594482421875, 97.6869888305664]}","{""max"": [1836.3203125, 1037.2030029296875, 97.42889404296875], ""min"": [1833.0186767578125, 1035.9857177734375, 98.09626007080078]}",True
Optical_A-F00024-D002,Optical_A,24,0.24,TRUTH-016,MSM_DualOptical_Target_016,0.8097296232056783,"{""orientation_xyzw"": [0.0, -0.0, -0.9878612160682678, 0.15533864498138428], ""position"": [2330.544677734375, 951.975341796875, 84.62782287597656]}","{""max"": [2332.1953125, 952.5838623046875, 84.3697280883789], ""min"": [2328.893798828125, 951.3668823242188, 85.0370864868164]}",True
Optical_A-F00024-D003,Optical_A,24,0.24,TRUTH-024,MSM_DualOptical_Target_024,0.7064217696951248,"{""orientation_xyzw"": [0.0, -0.0, -0.9878612160682678, 0.15533864498138428], ""position"": [2672.98388671875, 985.115966796875, 82.39603424072266]}","{""max"": [2674.635009765625, 985.7244873046875, 82.137939453125], ""min"": [2671.333740234375, 984.50732421875, 82.8052978515625]}",True
Optical_A-F00024-D004,Optical_A,24,0.24,TRUTH-029,MSM_DualOptical_Target_029,0.682004477100823,"{""orientation_xyzw"": [0.0, -0.0, -0.9620820879936218, 0.2727598547935486], ""position"": [2769.214111328125, 999.9252319335938, 97.28807067871094]}","{""max"": [2770.864990234375, 1000.5337524414062, 97.02997589111328], ""min"": [2767.56298828125, 999.3167114257812, 97.69734191894531]}",True
Optical_B-F00024-D000,Optical_B,24,0.24,TRUTH-009,MSM_DualOptical_Target_009,0.6940623562771606,"{""orientation_xyzw"": [-0.0, 0.0, 0.982494592666626, 0.1862913966178894], ""position"": [2733.468994140625, -996.9537353515625, 102.79280090332031]}","{""max"": [2733.97265625, -995.2679443359375, 102.53470611572266], ""min"": [2732.96533203125, -998.6395874023438, 103.20206451416016]}",True
Optical_B-F00024-D001,Optical_B,24,0.24,TRUTH-011,MSM_DualOptical_Target_011,0.739056316246037,"{""orientation_xyzw"": [-0.0, 0.0, 0.982494592666626, 0.1862913966178894], ""position"": [2552.16845703125, -1002.1474609375, 91.16973114013672]}","{""max"": [2552.672119140625, -1000.461669921875, 90.91163635253906], ""min"": [2551.6650390625, -1003.833251953125, 91.5790023803711]}",True
Optical_B-F00024-D002,Optical_B,24,0.24,TRUTH-018,MSM_DualOptical_Target_018,0.8762972048045795,"{""orientation_xyzw"": [-0.0, 0.0, 0.9530397057533264, 0.302845299243927], ""position"": [2151.260498046875, -998.7984008789062, 89.94412231445312]}","{""max"": [2151.763916015625, -997.1126098632812, 89.68601989746094], ""min"": [2150.7568359375, -1000.4841918945312, 90.35338592529297]}",True
Optical_B-F00024-D003,Optical_B,24,0.24,TRUTH-025,MSM_DualOptical_Target_025,1.0335656345912068,"{""orientation_xyzw"": [-0.0, 0.0, 0.982494592666626, 0.1862913966178894], ""position"": [1838.0643310546875, -1043.62744140625, 114.139892578125]}","{""max"": [1838.568115234375, -1041.941650390625, 113.88179779052734], ""min"": [1837.560546875, -1045.313232421875, 114.54915618896484]}",True
Optical_A-F00025-D000,Optical_A,25,0.25,TRUTH-012,MSM_DualOptical_Target_012,1.0363073140022896,"{""orientation_xyzw"": [0.0, -0.0, -0.9852994084358215, 0.17083603143692017], ""position"": [1818.67041015625, 1007.883544921875, 95.18427276611328]}","{""max"": [1820.33935546875, 1008.4400024414062, 94.92617797851562], ""min"": [1817.0010986328125, 1007.3272705078125, 95.59354400634766]}",True
Optical_A-F00025-D001,Optical_A,25,0.25,TRUTH-013,MSM_DualOptical_Target_013,1.027401378282575,"{""orientation_xyzw"": [0.0, -0.0, -0.957679033279419, 0.2878382205963135], ""position"": [1834.49658203125, 979.223388671875, 97.6869888305664]}","{""max"": [1836.165771484375, 979.7799072265625, 97.42889404296875], ""min"": [1832.8275146484375, 978.6671142578125, 98.09626007080078]}",True
Optical_B-F00025-D000,Optical_B,25,0.25,TRUTH-014,MSM_DualOptical_Target_014,0.7195636080814214,"{""orientation_xyzw"": [-0.0, 0.0, 0.957679033279419, 0.2878381609916687], ""position"": [2634.311767578125, -948.8206787109375, 100.05168914794922]}","{""max"": [2634.8681640625, -947.1515502929688, 99.79359436035156], ""min"": [2633.75537109375, -950.48974609375, 100.46095275878906]}",True
Optical_B-F00025-D001,Optical_B,25,0.25,TRUTH-017,MSM_DualOptical_Target_017,0.7506573073137568,"{""orientation_xyzw"": [-0.0, 0.0, 0.9852994084358215, 0.17083603143692017], ""position"": [2529.48486328125, -980.5559692382812, 100.74977111816406]}","{""max"": [2530.041259765625, -978.8868408203125, 100.4916763305664], ""min"": [2528.9287109375, -982.2252197265625, 101.15904235839844]}",True
Optical_B-F00025-D002,Optical_B,25,0.25,TRUTH-023,MSM_DualOptical_Target_023,0.8827569400874692,"{""orientation_xyzw"": [-0.0, 0.0, 0.9852994084358215, 0.17083603143692017], ""position"": [2151.52099609375, -1010.3226318359375, 104.60172271728516]}","{""max"": [2152.077392578125, -1008.6535034179688, 104.3436279296875], ""min"": [2150.964599609375, -1011.9917602539062, 105.01099395751953]}",True
Optical_B-F00025-D003,Optical_B,25,0.25,TRUTH-032,MSM_DualOptical_Target_032,1.1564257016815582,"{""orientation_xyzw"": [-0.0, 0.0, 0.957679033279419, 0.2878381609916687], ""position"": [1629.195068359375, -990.6448364257812, 97.05152893066406]}","{""max"": [1629.7515869140625, -988.9757080078125, 96.7934341430664], ""min"": [1628.638916015625, -992.3139038085938, 97.46080017089844]}",True
Optical_A-F00026-D000,Optical_A,26,0.26,TRUTH-015,MSM_DualOptical_Target_015,1.0958732352916132,"{""orientation_xyzw"": [0.0, -0.0, -0.9530397057533264, 0.3028455376625061], ""position"": [1733.5447998046875, 1022.5236206054688, 101.57621765136719]}","{""max"": [1735.2305908203125, 1023.0272216796875, 101.31812286376953], ""min"": [1731.8590087890625, 1022.0198974609375, 101.98548889160156]}",True
Optical_A-F00026-D001,Optical_A,26,0.26,TRUTH-018,MSM_DualOptical_Target_018,0.8847781789518194,"{""orientation_xyzw"": [0.0, -0.0, -0.9824944734573364, 0.18629151582717896], ""position"": [2130.396240234375, 962.243896484375, 89.94412231445312]}","{""max"": [2132.08203125, 962.7476196289062, 89.68601989746094], ""min"": [2128.710205078125, 961.7401123046875, 90.35338592529297]}",True
