frame_index,simulation_timestamp,truth_id,actor_name,px_ned_m,py_ned_m,pz_ned_m,vx_ned_mps,vy_ned_mps,vz_ned_mps,offline_truth_only
1,0.01,TRUTH-002,MSM_DualOptical_Target_002,1824.1937604499321,-406.44235229089867,-101.63984418840667,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-003,MSM_DualOptical_Target_003,2309.829333995054,-398.7071846260119,-113.6462205941038,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-004,MSM_DualOptical_Target_004,1580.7192726424412,-361.18003061412935,-82.55792752881241,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-005,MSM_DualOptical_Target_005,1553.7223528879338,-362.67973145575746,-91.5450313160947,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-006,MSM_DualOptical_Target_006,2228.825707306451,-309.1571280590421,-112.19347097996283,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-007,MSM_DualOptical_Target_007,1742.9206461060346,-305.95382251226255,-100.70333926524904,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-008,MSM_DualOptical_Target_008,1851.3362752714938,-261.7180005547337,-105.14063476179437,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-009,MSM_DualOptical_Target_009,2418.149447644015,-297.3355355927748,-97.20719814092952,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-010,MSM_DualOptical_Target_010,1689.10313792396,-215.78910756608332,-113.31887445835903,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-011,MSM_DualOptical_Target_011,2256.1489428928658,-215.77210862414938,-108.83025866716463,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-012,MSM_DualOptical_Target_012,1635.0563685652312,-178.175741258762,-104.81572133912636,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-013,MSM_DualOptical_Target_013,1662.0289922269772,-199.61239075252143,-102.31300866487416,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-014,MSM_DualOptical_Target_014,2391.0024573240607,-130.8819299240294,-99.94831345393803,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-015,MSM_DualOptical_Target_015,1527.1221378115504,-158.09547304456538,-98.42377475353562,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-016,MSM_DualOptical_Target_016,2147.747065288424,-65.96835128644757,-115.37217788489644,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-017,MSM_DualOptical_Target_017,2283.049975180882,-115.26706607049425,-99.25022629765463,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-018,MSM_DualOptical_Target_018,1904.9651479301117,-19.598871823116713,-110.05587594395337,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-019,MSM_DualOptical_Target_019,2364.173224191766,-42.689925395159364,-107.92085094294785,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-020,MSM_DualOptical_Target_020,1500.013753834944,15.229212046628254,-92.94497933355338,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-021,MSM_DualOptical_Target_021,2336.9153295209485,-4.349880601377065,-109.98524176104807,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-022,MSM_DualOptical_Target_022,2499.308294892549,60.40047834284195,-82.93646522319438,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-023,MSM_DualOptical_Target_023,1931.676612007303,27.13921902623235,-95.39826623502428,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-024,MSM_DualOptical_Target_024,2444.8109604900483,107.57153619316216,-117.60396296496035,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-025,MSM_DualOptical_Target_025,1608.074158470802,86.98973293775728,-85.86010587040772,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-026,MSM_DualOptical_Target_026,1878.1162020976267,160.28144540923464,-88.64446277539467,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-027,MSM_DualOptical_Target_027,2094.291252364277,139.55041224094333,-104.28317821986661,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-028,MSM_DualOptical_Target_028,2121.0415702184064,182.9039993701059,-91.3619110508727,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-029,MSM_DualOptical_Target_029,2525.987239649458,158.56924813185705,-102.71192263864727,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-030,MSM_DualOptical_Target_030,1797.316780741804,226.21160763689775,-84.14550070335747,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-031,MSM_DualOptical_Target_031,2175.0655798172993,240.07597450357193,-107.8782521661684,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-032,MSM_DualOptical_Target_032,1473.2940066187466,281.210502879134,-102.94847320601568,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-033,MSM_DualOptical_Target_033,2066.8751224307853,256.8888507173065,-113.50667452836628,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-034,MSM_DualOptical_Target_034,2012.9432426545695,346.5574825494187,-102.18504125303772,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-035,MSM_DualOptical_Target_035,1985.7537469949518,329.56345933872757,-97.89347013211159,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-036,MSM_DualOptical_Target_036,2472.263362192764,370.1659676527824,-100.1101747469498,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-037,MSM_DualOptical_Target_037,2039.8463807787837,350.3385186388248,-88.64925633603362,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-038,MSM_DualOptical_Target_038,2202.0283412714284,441.6129376075256,-117.29751121305205,-49.63869458396343,-6.0,0.0,True
1,0.01,TRUTH-039,MSM_DualOptical_Target_039,1958.73556854671,374.4625033886936,-82.82458372693597,-49.63869458396343,6.0,0.0,True
1,0.01,TRUTH-040,MSM_DualOptical_Target_040,1716.3148047068678,480.1248293411382,-92.38343990041406,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-001,MSM_DualOptical_Target_001,1769.2014299685677,-462.4623215647317,-103.73930684521301,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-002,MSM_DualOptical_Target_002,1823.6973735040926,-406.50235229089867,-101.63984418840667,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-003,MSM_DualOptical_Target_003,2309.3329470492145,-398.6471846260119,-113.6462205941038,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-004,MSM_DualOptical_Target_004,1580.2228856966017,-361.24003061412935,-82.55792752881241,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-005,MSM_DualOptical_Target_005,1553.2259659420943,-362.61973145575746,-91.5450313160947,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-006,MSM_DualOptical_Target_006,2228.3293203606113,-309.2171280590421,-112.19347097996283,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-007,MSM_DualOptical_Target_007,1742.424259160195,-305.89382251226255,-100.70333926524904,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-008,MSM_DualOptical_Target_008,1850.8398883256543,-261.7780005547337,-105.14063476179437,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-009,MSM_DualOptical_Target_009,2417.653060698175,-297.2755355927748,-97.20719814092952,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-010,MSM_DualOptical_Target_010,1688.6067509781205,-215.84910756608332,-113.31887445835903,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-011,MSM_DualOptical_Target_011,2255.652555947026,-215.71210862414938,-108.83025866716463,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-012,MSM_DualOptical_Target_012,1634.5599816193917,-178.235741258762,-104.81572133912636,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-013,MSM_DualOptical_Target_013,1661.5326052811376,-199.55239075252143,-102.31300866487416,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-014,MSM_DualOptical_Target_014,2390.506070378221,-130.9419299240294,-99.94831345393803,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-015,MSM_DualOptical_Target_015,1526.6257508657109,-158.03547304456538,-98.42377475353562,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-016,MSM_DualOptical_Target_016,2147.2506783425843,-66.02835128644757,-115.37217788489644,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-017,MSM_DualOptical_Target_017,2282.5535882350423,-115.20706607049425,-99.25022629765463,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-018,MSM_DualOptical_Target_018,1904.4687609842722,-19.658871823116716,-110.05587594395337,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-019,MSM_DualOptical_Target_019,2363.6768372459264,-42.62992539515937,-107.92085094294785,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-020,MSM_DualOptical_Target_020,1499.5173668891046,15.169212046628255,-92.94497933355338,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-021,MSM_DualOptical_Target_021,2336.4189425751088,-4.289880601377065,-109.98524176104807,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-022,MSM_DualOptical_Target_022,2498.811907946709,60.340478342841955,-82.93646522319438,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-023,MSM_DualOptical_Target_023,1931.1802250614635,27.199219026232353,-95.39826623502428,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-024,MSM_DualOptical_Target_024,2444.3145735442085,107.51153619316216,-117.60396296496035,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-025,MSM_DualOptical_Target_025,1607.5777715249626,87.04973293775728,-85.86010587040772,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-026,MSM_DualOptical_Target_026,1877.6198151517872,160.22144540923463,-88.64446277539467,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-027,MSM_DualOptical_Target_027,2093.7948654184374,139.61041224094333,-104.28317821986661,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-028,MSM_DualOptical_Target_028,2120.5451832725666,182.8439993701059,-91.3619110508727,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-029,MSM_DualOptical_Target_029,2525.490852703618,158.62924813185705,-102.71192263864727,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-030,MSM_DualOptical_Target_030,1796.8203937959645,226.15160763689775,-84.14550070335747,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-031,MSM_DualOptical_Target_031,2174.5691928714596,240.13597450357193,-107.8782521661684,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-032,MSM_DualOptical_Target_032,1472.797619672907,281.150502879134,-102.94847320601568,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-033,MSM_DualOptical_Target_033,2066.3787354849455,256.9488507173065,-113.50667452836628,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-034,MSM_DualOptical_Target_034,2012.44685570873,346.4974825494187,-102.18504125303772,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-035,MSM_DualOptical_Target_035,1985.2573600491123,329.62345933872757,-97.89347013211159,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-036,MSM_DualOptical_Target_036,2471.766975246924,370.1059676527824,-100.1101747469498,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-037,MSM_DualOptical_Target_037,2039.3499938329442,350.3985186388248,-88.64925633603362,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-038,MSM_DualOptical_Target_038,2201.5319543255887,441.5529376075256,-117.29751121305205,-49.63869458396343,-6.0,0.0,True
2,0.02,TRUTH-039,MSM_DualOptical_Target_039,1958.2391816008706,374.5225033886936,-82.82458372693597,-49.63869458396343,6.0,0.0,True
2,0.02,TRUTH-040,MSM_DualOptical_Target_040,1715.8184177610283,480.0648293411382,-92.38343990041406,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-001,MSM_DualOptical_Target_001,1768.705043022728,-462.4023215647317,-103.73930684521301,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-002,MSM_DualOptical_Target_002,1823.200986558253,-406.5623522908987,-101.63984418840667,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-003,MSM_DualOptical_Target_003,2308.836560103375,-398.5871846260119,-113.6462205941038,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-004,MSM_DualOptical_Target_004,1579.726498750762,-361.30003061412935,-82.55792752881241,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-005,MSM_DualOptical_Target_005,1552.7295789962545,-362.55973145575746,-91.5450313160947,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-006,MSM_DualOptical_Target_006,2227.832933414772,-309.2771280590421,-112.19347097996283,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-007,MSM_DualOptical_Target_007,1741.9278722143554,-305.83382251226254,-100.70333926524904,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-008,MSM_DualOptical_Target_008,1850.3435013798146,-261.8380005547337,-105.14063476179437,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-009,MSM_DualOptical_Target_009,2417.156673752336,-297.2155355927748,-97.20719814092952,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-010,MSM_DualOptical_Target_010,1688.1103640322808,-215.90910756608332,-113.31887445835903,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-011,MSM_DualOptical_Target_011,2255.1561690011868,-215.65210862414938,-108.83025866716463,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-012,MSM_DualOptical_Target_012,1634.063594673552,-178.295741258762,-104.81572133912636,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-013,MSM_DualOptical_Target_013,1661.036218335298,-199.49239075252143,-102.31300866487416,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-014,MSM_DualOptical_Target_014,2390.0096834323817,-131.0019299240294,-99.94831345393803,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-015,MSM_DualOptical_Target_015,1526.1293639198711,-157.97547304456538,-98.42377475353562,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-016,MSM_DualOptical_Target_016,2146.754291396745,-66.08835128644758,-115.37217788489644,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-017,MSM_DualOptical_Target_017,2282.057201289203,-115.14706607049425,-99.25022629765463,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-018,MSM_DualOptical_Target_018,1903.9723740384325,-19.718871823116714,-110.05587594395337,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-019,MSM_DualOptical_Target_019,2363.180450300087,-42.569925395159366,-107.92085094294785,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-020,MSM_DualOptical_Target_020,1499.0209799432648,15.109212046628254,-92.94497933355338,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-021,MSM_DualOptical_Target_021,2335.9225556292695,-4.229880601377065,-109.98524176104807,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-022,MSM_DualOptical_Target_022,2498.31552100087,60.28047834284195,-82.93646522319438,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-023,MSM_DualOptical_Target_023,1930.6838381156238,27.25921902623235,-95.39826623502428,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-024,MSM_DualOptical_Target_024,2443.8181865983693,107.45153619316216,-117.60396296496035,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-025,MSM_DualOptical_Target_025,1607.0813845791229,87.10973293775729,-85.86010587040772,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-026,MSM_DualOptical_Target_026,1877.1234282059474,160.16144540923463,-88.64446277539467,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-027,MSM_DualOptical_Target_027,2093.298478472598,139.67041224094334,-104.28317821986661,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-028,MSM_DualOptical_Target_028,2120.0487963267274,182.7839993701059,-91.3619110508727,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-029,MSM_DualOptical_Target_029,2524.994465757779,158.68924813185706,-102.71192263864727,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-030,MSM_DualOptical_Target_030,1796.3240068501248,226.09160763689775,-84.14550070335747,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-031,MSM_DualOptical_Target_031,2174.0728059256203,240.19597450357193,-107.8782521661684,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-032,MSM_DualOptical_Target_032,1472.3012327270674,281.090502879134,-102.94847320601568,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-033,MSM_DualOptical_Target_033,2065.8823485391063,257.00885071730653,-113.50667452836628,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-034,MSM_DualOptical_Target_034,2011.9504687628903,346.4374825494187,-102.18504125303772,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-035,MSM_DualOptical_Target_035,1984.7609731032726,329.6834593387276,-97.89347013211159,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-036,MSM_DualOptical_Target_036,2471.270588301085,370.0459676527824,-100.1101747469498,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-037,MSM_DualOptical_Target_037,2038.8536068871044,350.4585186388248,-88.64925633603362,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-038,MSM_DualOptical_Target_038,2201.0355673797494,441.4929376075256,-117.29751121305205,-49.63869458396343,-6.0,0.0,True
3,0.03,TRUTH-039,MSM_DualOptical_Target_039,1957.7427946550308,374.5825033886936,-82.82458372693597,-49.63869458396343,6.0,0.0,True
3,0.03,TRUTH-040,MSM_DualOptical_Target_040,1715.3220308151886,480.0048293411382,-92.38343990041406,-49.63869458396343,-6.0,0.0,True
4,0.04,TRUTH-001,MSM_DualOptical_Target_001,1768.2086560768885,-462.3423215647317,-103.73930684521301,-49.63869458396343,6.0,0.0,True
4,0.04,TRUTH-002,MSM_DualOptical_Target_002,1822.7045996124134,-406.6223522908987,-101.63984418840667,-49.63869458396343,-6.0,0.0,True
4,0.04,TRUTH-003,MSM_DualOptical_Target_003,2308.3401731575354,-398.5271846260119,-113.6462205941038,-49.63869458396343,6.0,0.0,True
4,0.04,TRUTH-004,MSM_DualOptical_Target_004,1579.2301118049224,-361.36003061412936,-82.55792752881241,-49.63869458396343,-6.0,0.0,True
4,0.04,TRUTH-005,MSM_DualOptical_Target_005,1552.233192050415,-362.49973145575746,-91.5450313160947,-49.63869458396343,6.0,0.0,True
4,0.04,TRUTH-006,MSM_DualOptical_Target_006,2227.3365464689323,-309.33712805904213,-112.19347097996283,-49.63869458396343,-6.0,0.0,True
4,0.04,TRUTH-007,MSM_DualOptical_Target_007,1741.4314852685159,-305.77382251226254,-100.70333926524904,-49.63869458396343,6.0,0.0,True
4,0.04,TRUTH-008,MSM_DualOptical_Target_008,1849.847114433975,-261.8980005547337,-105.14063476179437,-49.63869458396343,-6.0,0.0,True
4,0.04,TRUTH-009,MSM_DualOptical_Target_009,2416.660286806496,-297.1555355927748,-97.20719814092952,-49.63869458396343,6.0,0.0,True
4,0.04,TRUTH-010,MSM_DualOptical_Target_010,1687.6139770864413,-215.96910756608332,-113.31887445835903,-49.63869458396343,-6.0,0.0,True
4,0.04,TRUTH-011,MSM_DualOptical_Target_011,2254.659782055347,-215.59210862414938,-108.83025866716463,-49.63869458396343,6.0,0.0,True
4,0.04,TRUTH-012,MSM_DualOptical_Target_012,1633.5672077277125,-178.355741258762,-104.81572133912636,-49.63869458396343,-6.0,0.0,True
4,0.04,TRUTH-013,MSM_DualOptical_Target_013,1660.5398313894584,-199.43239075252143,-102.31300866487416,-49.63869458396343,6.0,0.0,True
4,0.04,TRUTH-014,MSM_DualOptical_Target_014,2389.513296486542,-131.0619299240294,-99.94831345393803,-49.63869458396343,-6.0,0.0,True
4,0.04,TRUTH-015,MSM_DualOptical_Target_015,1525.6329769740316,-157.91547304456537,-98.42377475353562,-49.63869458396343,6.0,0.0,True
4,0.04,TRUTH-016,MSM_DualOptical_Target_016,2146.2579044509052,-66.14835128644756,-115.37217788489644,-49.63869458396343,-6.0,0.0,True
4,0.04,TRUTH-017,MSM_DualOptical_Target_017,2281.5608143433633,-115.08706607049426,-99.25022629765463,-49.63869458396343,6.0,0.0,True
4,0.04,TRUTH-018,MSM_DualOptical_Target_018,1903.475987092593,-19.778871823116713,-110.05587594395337,-49.63869458396343,-6.0,0.0,True
4,0.04,TRUTH-019,MSM_DualOptical_Target_019,2362.6840633542474,-42.509925395159364,-107.92085094294785,-49.63869458396343,6.0,0.0,True
4,0.04,TRUTH-020,MSM_DualOptical_Target_020,1498.5245929974253,15.049212046628254,-92.94497933355338,-49.63869458396343,-6.0,0.0,True
4,0.04,TRUTH-021,MSM_DualOptical_Target_021,2335.4261686834298,-4.169880601377065,-109.98524176104807,-49.63869458396343,6.0,0.0,True
4,0.04,TRUTH-022,MSM_DualOptical_Target_022,2497.81913405503,60.22047834284195,-82.93646522319438,-49.63869458396343,-6.0,0.0,True
4,0.04,TRUTH-023,MSM_DualOptical_Target_023,1930.1874511697843,27.31921902623235,-95.39826623502428,-49.63869458396343,6.0,0.0,True
4,0.04,TRUTH-024,MSM_DualOptical_Target_024,2443.3217996525295,107.39153619316217,-117.60396296496035,-49.63869458396343,-6.0,0.0,True
